,parcel_number,address,finsqft,use,year_built,transfer_date,amount,total_rooms,bedrooms,full_baths,half_baths,conveyance_number,deed_type,num_parcels_sold,acreage,annual_tax,effective_tax_rate,school_district,appraisal_area,board_of_revision,rental_registration,homestead,owner_occupancy_credit,foreclosure,special_assessments,market_land_value,cauv_value,market_improvement_value,market_total_value,tif_value,abated_value,exempt_value,taxes_paid,st_num,apt_num,street,city,state,new_address,formatted_address,longitude,latitude,num_amount,year,month
167,500-0214-0180-00,1629 Braintree Dr,1225,550,1984,04-07-2011,"$106,000",6,3,2,1,277527.0,WD - Warranty Deed (Conv),1,0.0,"$3,942.28",63.814706,FOREST HILLS LSD,50037 - COMMONS OF ANDERSON CONDO,No,No,No,Yes,No,Yes,33000,0,162000,195000,0,0,0,"$3,942.28",1629,,Braintree Dr,Cincinnati,OH,"1629 Braintree Dr Cincinnati, OH","1629 Braintree Dr, Cincinnati, OH 45255, USA",-84.34804319999999,39.0812195,106000,2011,4
168,500-0270-0168-00,1078 Alnetta Dr,1064,510,1956,05-10-2011,"$110,000",5,2,1,0,184567.0,WD - Warranty Deed (Conv),1,0.172,"$4,450.46",63.814706,FOREST HILLS LSD,50023 - ANDERSON 23,No,Yes,No,No,No,Yes,36720,0,176940,213660,0,0,0,"$4,450.46",1078,,Alnetta Dr,Cincinnati,OH,"1078 Alnetta Dr Cincinnati, OH","1078 Alnetta Dr, Cincinnati, OH 45230, USA",-84.36511589999999,39.0692825,110000,2011,5
169,500-0270-0262-00,7085 Jeannie Ave,1107,510,1963,03-14-2011,"$112,000",5,3,1,1,18000.0,WD - Warranty Deed (Conv),1,0.147,"$4,238.19",63.814706,FOREST HILLS LSD,50023 - ANDERSON 23,No,Yes,No,No,No,Yes,32670,0,170440,203110,0,0,0,"$4,238.19",7085,,Jeannie Ave,Cincinnati,OH,"7085 Jeannie Ave Cincinnati, OH","7085 Jeannie Ave, Cincinnati, OH 45230, USA",-84.3625553,39.0693814,112000,2011,3
170,500-0271-0206-00,957 N Woodlyn Dr,1254,550,1980,04-05-2011,"$116,500",5,2,2,1,256179.0,WD - Warranty Deed (Conv),1,0.0,"$3,177.38",63.814706,FOREST HILLS LSD,50060 - WOODLYN VIEW CONDO,No,No,No,Yes,No,Yes,22500,0,134500,157000,0,0,0,"$3,177.38",957,,N Woodlyn Dr,Cincinnati,OH,"957 N Woodlyn Dr Cincinnati, OH","957 Woodlyn Dr S, Cincinnati, OH 45230, USA",-84.3546788,39.0644924,116500,2011,4
171,500-0272-0228-00,1181 Rosetree Ln,1155,510,1954,05-16-2011,"$116,400",5,3,1,1,20610.0,WD - Warranty Deed (Conv),1,0.337,"$4,167.63",63.814706,FOREST HILLS LSD,50023 - ANDERSON 23,No,No,No,Yes,No,Yes,45090,0,160620,205710,0,0,0,"$4,167.63",1181,,Rosetree Ln,Cincinnati,OH,"1181 Rosetree Ln Cincinnati, OH","1181 Rosetree Ln, Cincinnati, OH 45230, USA",-84.366501,39.0718094,116400,2011,5
172,500-0272-0376-00,1277 Tallberry Dr,972,510,1976,03-08-2011,"$116,000",6,3,1,1,291721.0,WD - Warranty Deed (Conv),1,0.138,"$3,439.16",63.814706,FOREST HILLS LSD,50055 - ANDERSON 55,No,Yes,No,Yes,No,Yes,34750,0,135250,170000,0,0,0,"$3,439.16",1277,,Tallberry Dr,Cincinnati,OH,"1277 Tallberry Dr Cincinnati, OH","1277 Tallberry Dr, Cincinnati, OH 45230, USA",-84.3632149,39.0757889,116000,2011,3
173,500-0341-0113-00,6453 Salem Rd,1124,510,1930,02-09-2011,"$108,000",6,3,2,0,16793.0,WD - Warranty Deed (Conv),1,0.235,"$3,116.92",63.814706,FOREST HILLS LSD,50026 - ANDERSON 26,No,No,No,Yes,No,Yes,35050,0,118980,154030,0,0,0,"$3,116.92",6453,,Salem Rd,Cincinnati,OH,"6453 Salem Rd Cincinnati, OH","6453 Salem Rd, Cincinnati, OH 45230, USA",-84.381602,39.0743885,108000,2011,2
174,500-0341-0177-00,6574 Windyhills Rd,1145,510,1959,06-30-2011,"$125,000",5,3,2,0,71121.0,WD - Warranty Deed (Conv),1,0.156,"$3,647.36",63.814706,FOREST HILLS LSD,50026 - ANDERSON 26,YES(11),No,No,Yes,No,Yes,32320,0,148010,180330,0,0,0,"$3,647.36",6574,,Windyhills Rd,Cincinnati,OH,"6574 Windyhills Rd Cincinnati, OH","6574 Windyhills Rd, Cincinnati, OH 45230, USA",-84.3790989,39.0719747,125000,2011,6
175,500-0342-0123-00,1228 Schirmer Ave,1036,510,2006,04-12-2011,"$133,500",4,2,1,1,19250.0,WD - Warranty Deed (Conv),1,0.186,"$4,532.73",63.814706,FOREST HILLS LSD,50026 - ANDERSON 26,No,No,No,Yes,No,Yes,35440,0,187940,223380,0,0,0,"$4,532.73",1228,,Schirmer Ave,Cincinnati,OH,"1228 Schirmer Ave Cincinnati, OH","1228 Schirmer Ave, Cincinnati, OH 45230, USA",-84.3800358,39.0754791,133500,2011,4
176,500-0342-0211-00,1256 Coolidge Ave,1184,510,1948,02-09-2011,"$123,000",5,3,1,0,282292.0,WE - Warranty Deed (EX),1,0.157,"$3,613.94",63.814706,FOREST HILLS LSD,50026 - ANDERSON 26,No,Yes,No,No,No,Yes,32400,0,141020,173420,0,0,0,"$3,613.94",1256,,Coolidge Ave,Cincinnati,OH,"1256 Coolidge Ave Cincinnati, OH","1256 Coolidge Ave, Cincinnati, OH 45230, USA",-84.3773805,39.0754008,123000,2011,2
177,500-0411-0173-00,6051 Salem Rd,1154,510,1929,07-08-2011,"$110,000",5,2,2,0,233933.0,WD - Warranty Deed (Conv),1,0.633,"$3,793.59",63.814706,FOREST HILLS LSD,500110 - ANDERSON 110,No,No,No,Yes,No,Yes,55810,0,131220,187030,0,0,0,"$3,793.59",6051,,Salem Rd,Cincinnati,OH,"6051 Salem Rd Cincinnati, OH","6051 Salem Rd, Cincinnati, OH 45230, USA",-84.39350739999999,39.0753496,110000,2011,7
178,501-0009-0169-00,7100 Olentangy Ln,1224,510,1964,05-31-2011,"$105,000",5,3,1,0,219398.0,WD - Warranty Deed (Conv),1,0.273,"$3,735.55",61.465126,FOREST HILLS LSD,50104 - NEWTOWN 04,No,No,No,Yes,No,Yes,37320,0,153560,190880,0,0,0,"$3,735.55",7100,,Olentangy Ln,Cincinnati,OH,"7100 Olentangy Ln Cincinnati, OH","7100 Olentangy Ln, Cincinnati, OH 45244, USA",-84.3554935,39.1199191,105000,2011,5
179,510-0033-0030-00,2982 Struble Rd,1020,510,1954,02-14-2011,"$130,000",4,2,1,1,16919.0,WD - Warranty Deed (Conv),2,1.251,"$8,243.73",59.927631,NORTHWEST LSD (HAMILTON CO.),51002 - COLERAIN 02,YES(94),No,No,Yes,No,Yes,58300,0,112440,170740,0,0,0,$0.00,2982,,Struble Rd,Cincinnati,OH,"2982 Struble Rd Cincinnati, OH","2982 Struble Rd, Cincinnati, OH 45251, USA",-84.576365,39.2638549,130000,2011,2
180,510-0051-0245-00,2676 Adams Rd,960,510,1957,05-18-2011,"$109,525",5,2,1,0,40363.0,WD - Warranty Deed (Conv),1,0.179,"$1,467.41",57.624575,MOUNT HEALTHY CSD,51012 - COLERAIN 12,No,No,Yes,Yes,No,Yes,21150,0,87260,108410,0,0,0,"$1,467.41",2676,,Adams Rd,Cincinnati,OH,"2676 Adams Rd Cincinnati, OH","2676 Adams Rd, Cincinnati, OH 45231, USA",-84.57424180000001,39.2433047,109525,2011,5
181,510-0054-0123-00,3011 Aries Ct,1189,510,1961,04-06-2011,"$116,702",6,3,1,1,309370.0,SV - Survivorship Deed (Conv),1,0.169,"$3,406.92",59.927631,NORTHWEST LSD (HAMILTON CO.),51002 - COLERAIN 02,No,No,No,Yes,No,Yes,25640,0,154360,180000,0,0,0,"$3,406.92",3011,,Aries Ct,Cincinnati,OH,"3011 Aries Ct Cincinnati, OH","3011 Aries Ct, Cincinnati, OH 45251, USA",-84.58155920000002,39.2402376,116702,2011,4
182,510-0060-0169-00,2816 Regal Ln,1285,510,1984,05-03-2011,"$116,665",6,3,2,0,305275.0,WE - Warranty Deed (EX),1,0.205,"$4,727.73",59.927631,NORTHWEST LSD (HAMILTON CO.),51035 - COLERAIN 35,No,No,No,Yes,No,Yes,38200,0,213310,251510,0,0,0,"$4,727.73",2816,,Regal Ln,Cincinnati,OH,"2816 Regal Ln Cincinnati, OH","2816 Regal Ln, Cincinnati, OH 45251, USA",-84.5787981,39.2270281,116665,2011,5
183,510-0083-0210-00,3310 Harry Lee Ln,1202,510,1958,08-04-2011,"$104,900",8,4,2,0,244848.0,WD - Warranty Deed (Conv),1,0.164,"$3,108.15",59.927631,NORTHWEST LSD (HAMILTON CO.),51079 - COLERAIN 79,No,No,No,Yes,No,Yes,27000,0,138000,165000,0,0,0,"$3,108.15",3310,,Harry Lee Ln,Cincinnati,OH,"3310 Harry Lee Ln Cincinnati, OH","3310 Harry Lee Ln, Cincinnati, OH 45239, USA",-84.5910435,39.2161583,104900,2011,8
184,510-0083-0373-00,3328 Rocker Dr,1260,510,1959,06-16-2011,"$124,000",6,3,1,1,255680.0,WD - Warranty Deed (Conv),1,0.273,"$3,464.15",59.927631,NORTHWEST LSD (HAMILTON CO.),51079 - COLERAIN 79,No,No,No,Yes,No,Yes,34450,0,149550,184000,0,0,0,"$3,464.15",3328,,Rocker Dr,Cincinnati,OH,"3328 Rocker Dr Cincinnati, OH","3328 Rocker Dr, Cincinnati, OH 45239, USA",-84.59239579999999,39.21811659999999,124000,2011,6
185,510-0091-0175-00,3513 Oakmeadow Ln,1254,510,1955,03-21-2011,"$100,000",5,3,2,0,349700.0,WD - Warranty Deed (Conv),1,0.185,"$3,100.13",59.927631,NORTHWEST LSD (HAMILTON CO.),51008 - COLERAIN 08,No,No,No,Yes,No,Yes,33690,0,130880,164570,0,0,0,"$3,100.13",3513,,Oakmeadow Ln,Cincinnati,OH,"3513 Oakmeadow Ln Cincinnati, OH","3513 Oakmeadow Ln, Cincinnati, OH 45239, USA",-84.5983799,39.2253476,100000,2011,3
186,510-0091-0280-00,3636 Sandralin Dr,910,510,1957,05-11-2011,"$110,000",4,2,1,1,128016.0,WD - Warranty Deed (Conv),1,0.217,"$2,295.51",59.927631,NORTHWEST LSD (HAMILTON CO.),51008 - COLERAIN 08,No,No,No,Yes,No,Yes,35580,0,86070,121650,0,0,0,"$2,295.51",3636,,Sandralin Dr,Cincinnati,OH,"3636 Sandralin Dr Cincinnati, OH","3636 Sandralin Dr, Cincinnati, OH 45247, USA",-84.60298879999999,39.2231522,110000,2011,5
187,510-0091-0438-00,8344 Ashhollow Dr,1276,510,1971,04-20-2011,"$169,000",6,3,2,0,19588.0,WD - Warranty Deed (Conv),1,0.276,"$3,431.49",59.927631,NORTHWEST LSD (HAMILTON CO.),51008 - COLERAIN 08,No,No,No,Yes,No,Yes,31900,0,150340,182240,0,0,0,"$2,917.21",8344,,Ashhollow Dr,Cincinnati,OH,"8344 Ashhollow Dr Cincinnati, OH","8344 Ashhollow Dr, Cincinnati, OH 45247, USA",-84.6047159,39.22400349999999,169000,2011,4
188,510-0092-0358-00,8780 118 Carrousel Park Cr,1208,550,1997,05-20-2011,"$112,500",5,2,2,0,,QE - Quit Claim Deed (EX),2,0.0,"$1,733.20",59.927631,NORTHWEST LSD (HAMILTON CO.),51016 - KISSEL PARK CONDO,No,No,Yes,Yes,No,Yes,17000,0,101620,118620,0,0,0,"$1,733.20",8780,118,Carrousel Park Cr,Cincinnati,OH,"8780 Carrousel Park Cr 118 Cincinnati, OH","8780 Carrousel Park Cir UNIT 118, Cincinnati, OH 45251, USA",-84.5972314,39.23121889999999,112500,2011,5
189,510-0170-0102-00,4949 Day Rd,1080,510,1969,08-12-2011,"$106,000",4,2,1,0,215253.0,WD - Warranty Deed (Conv),1,0.682,"$3,090.43",59.927631,NORTHWEST LSD (HAMILTON CO.),51005 - COLERAIN 05,No,No,No,Yes,No,Yes,47980,0,115800,163780,0,0,0,"$3,090.43",4949,,Day Rd,Cincinnati,OH,"4949 Day Rd Cincinnati, OH","4949 Day Rd, Cincinnati, OH 45252, USA",-84.61697889999999,39.268985,106000,2011,8
190,510-0191-0021-00,3775 Susanna Dr,1207,510,1959,04-01-2011,"$105,000",6,3,1,1,18786.0,WD - Warranty Deed (Conv),1,0.564,"$4,630.40",59.927631,NORTHWEST LSD (HAMILTON CO.),51006 - COLERAIN 06,No,No,No,Yes,No,Yes,46330,0,148650,194980,0,0,0,"$4,630.40",3775,,Susanna Dr,Cincinnati,OH,"3775 Susanna Dr Cincinnati, OH","3775 Susanna Dr, Cincinnati, OH 45251, USA",-84.60585259999999,39.2473853,105000,2011,4
191,510-0204-0003-00,4795 Blue Meadow Ln,1134,510,1991,06-10-2011,"$142,000",4,2,1,0,84798.0,LW - Limited Warrant Deed (Conv),2,1.325,"$4,250.35",59.927631,NORTHWEST LSD (HAMILTON CO.),51003 - COLERAIN 03,YES(94),No,No,Yes,No,Yes,57850,0,167420,225270,0,0,0,"$4,250.35",4795,,Blue Meadow Ln,Cincinnati,OH,"4795 Blue Meadow Ln Cincinnati, OH","4795 Bluemeadow Ln, Cincinnati, OH 45251, USA",-84.6171456,39.2287426,142000,2011,6
192,510-0310-0016-00,6220 Day Rd,1187,510,1942,05-26-2011,"$109,900",5,3,1,0,266175.0,WD - Warranty Deed (Conv),1,1.56,"$3,875.19",59.927631,NORTHWEST LSD (HAMILTON CO.),51005 - COLERAIN 05,No,No,No,Yes,No,Yes,59860,0,145140,205000,0,0,0,"$3,875.19",6220,,Day Rd,Cincinnati,OH,"6220 Day Rd Cincinnati, OH","6220 Day Rd, Cincinnati, OH 45252, USA",-84.64763099999999,39.2764851,109900,2011,5
193,510-0310-0018-00,6240 Day Rd,1240,510,1959,07-11-2011,"$118,000",6,3,2,0,23242.0,WD - Warranty Deed (Conv),1,1.665,"$2,733.25",59.927631,NORTHWEST LSD (HAMILTON CO.),51005 - COLERAIN 05,No,No,No,Yes,No,Yes,61240,0,83290,144530,0,0,0,"$2,733.25",6240,,Day Rd,Cincinnati,OH,"6240 Day Rd Cincinnati, OH","6240 Day Rd, Cincinnati, OH 45252, USA",-84.648371,39.27667599999999,118000,2011,7
194,510-0341-0009-00,6416 Thompson Rd,1260,510,1968,05-20-2011,"$101,000",6,3,2,0,252223.0,WD - Warranty Deed (Conv),1,0.583,"$4,353.52",59.927631,NORTHWEST LSD (HAMILTON CO.),51003 - COLERAIN 03,No,No,No,Yes,No,Yes,44290,0,182710,227000,0,0,0,"$4,353.52",6416,,Thompson Rd,Cincinnati,OH,"6416 Thompson Rd Cincinnati, OH","6416 Thompson Rd, Cincinnati, OH 45247, USA",-84.6534911,39.2346767,101000,2011,5
195,510-0342-0027-00,6210 Thompson Rd,888,510,1952,05-19-2011,"$105,000",4,2,1,0,216466.0,WD - Warranty Deed (Conv),1,0.99,"$2,295.51",59.927631,NORTHWEST LSD (HAMILTON CO.),51003 - COLERAIN 03,No,No,No,Yes,No,Yes,53490,0,68150,121640,0,0,0,"$2,295.51",6210,,Thompson Rd,Cincinnati,OH,"6210 Thompson Rd Cincinnati, OH","6210 Thompson Rd, Cincinnati, OH 45247, USA",-84.6481781,39.23293530000001,105000,2011,5
196,520-0171-0399-00,4254 Blaney Ave,1256,510,1941,03-22-2011,"$118,100",5,2,1,0,18326.0,WD - Warranty Deed (Conv),2,0.164,"$4,483.43",76.355767,CINCINNATI CSD,52004 - COLUMBIA 04,No,No,No,Yes,No,Yes,62180,0,125590,187770,0,0,0,"$4,483.43",4254,,Blaney Ave,Cincinnati,OH,"4254 Blaney Ave Cincinnati, OH","4254 Blaney Ave, Cincinnati, OH 45227, USA",-84.38279200000001,39.1501108,118100,2011,3
197,520-0241-0093-00,5520 Monardi Cr,1221,510,1957,03-25-2011,"$137,831",6,4,2,0,90769.0,LW - Limited Warrant Deed (Conv),1,0.299,"$3,425.21",73.298627,CINCINNATI CSD,52003 - COLUMBIA 03,No,No,No,Yes,No,Yes,34200,0,114750,148950,0,0,0,"$3,425.21",5520,,Monardi Cr,Cincinnati,OH,"5520 Monardi Cr Cincinnati, OH","5520 Monardi Cir, Cincinnati, OH 45213, USA",-84.41816089999999,39.171727,137831,2011,3
198,520-0281-0210-00,6528 Crestridge Cr,1228,510,1948,04-19-2011,"$193,000",7,3,2,0,19525.0,WD - Warranty Deed (Conv),1,0.162,"$6,432.09",73.298627,CINCINNATI CSD,52001 - COLUMBIA 01,YES(98),No,No,Yes,No,Yes,50760,0,230030,280790,0,0,0,"$6,432.09",6528,,Crestridge Cr,Cincinnati,OH,"6528 Crestridge Cr Cincinnati, OH","6528 Crestridge Cir, Cincinnati, OH 45213, USA",-84.43650819999999,39.1905377,193000,2011,4
199,520-0281-0325-00,2707 Losantiridge Ave,1272,510,1948,07-19-2011,"$196,000",5,2,2,0,264597.0,WE - Warranty Deed (EX),1,0.173,"$5,992.05",73.298627,CINCINNATI CSD,52001 - COLUMBIA 01,No,No,No,Yes,No,Yes,55670,0,205890,261560,0,0,0,"$5,992.05",2707,,Losantiridge Ave,Cincinnati,OH,"2707 Losantiridge Ave Cincinnati, OH","2707 Losantiridge Ave, Cincinnati, OH 45213, USA",-84.4375623,39.1905883,196000,2011,7
200,521-0006-0230-00,401 Stanton Ave,852,510,1930,08-09-2011,"$155,000",6,2,2,0,360479.0,QE - Quit Claim Deed (EX),1,0.196,"$5,286.78",75.21388,MARIEMONT CSD,52103 - TERRACE PARK 03,YES(11),No,No,Yes,No,Yes,105850,0,117300,223150,0,0,0,"$5,286.78",401,,Stanton Ave,Mariemont,OH,"401 Stanton Ave Mariemont, OH","401 Stanton Ave, Terrace Park, OH 45174, USA",-84.3055694,39.1565736,155000,2011,8
201,523-0006-0019-00,3838 Germania Ave,1065,510,1929,06-16-2011,"$127,000",6,3,2,0,22246.0,WD - Warranty Deed (Conv),1,0.113,"$4,418.73",76.13317,MARIEMONT CSD,52301 - FAIRFAX 01,YES(03),No,No,Yes,No,Yes,57530,0,127860,185390,0,0,0,"$4,418.73",3838,,Germania Ave,Mariemont,OH,"3838 Germania Ave Mariemont, OH","3838 Germania St, Cincinnati, OH 45227, USA",-84.3921441,39.1442142,127000,2011,6
202,523-0006-0565-00,3988 Watterson Rd,1030,510,1929,03-01-2011,"$108,600",6,3,2,0,187277.0,WE - Warranty Deed (EX),1,0.112,"$4,699.21",76.13317,MARIEMONT CSD,52301 - FAIRFAX 01,No,No,No,No,No,Yes,56090,0,134740,190830,0,0,0,"$4,699.21",3988,,Watterson Rd,Mariemont,OH,"3988 Watterson Rd Mariemont, OH","3988 Watterson Rd, Cincinnati, OH 45227, USA",-84.3925757,39.1482485,108600,2011,3
203,523-0006-0565-00,3988 Watterson Rd,1030,510,1929,06-29-2011,"$108,000",6,3,2,0,187277.0,WE - Warranty Deed (EX),1,0.112,"$4,699.21",76.13317,MARIEMONT CSD,52301 - FAIRFAX 01,No,No,No,No,No,Yes,56090,0,134740,190830,0,0,0,"$4,699.21",3988,,Watterson Rd,Mariemont,OH,"3988 Watterson Rd Mariemont, OH","3988 Watterson Rd, Cincinnati, OH 45227, USA",-84.3925757,39.1482485,108000,2011,6
204,525-0001-0210-00,7278 Rita Ln,1238,510,1950,05-10-2011,"$155,000",5,3,1,0,306687.0,WD - Warranty Deed (Conv),1,0.192,"$6,196.68",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,123770,0,181230,305000,0,0,0,"$6,196.68",7278,,Rita Ln,Madeira,OH,"7278 Rita Ln Madeira, OH","7278 Rita Ln, Cincinnati, OH 45243, USA",-84.35579740000001,39.1967003,155000,2011,5
205,525-0001-0415-00,7247 Jethve Ln,1050,510,1954,02-24-2011,"$139,000",5,2,1,0,17238.0,WD - Warranty Deed (Conv),1,0.186,"$5,544.94",65.284164,MADEIRA CSD,52501 - MADEIRA 01,YES(11),No,No,Yes,No,Yes,122500,0,150370,272870,0,0,0,"$5,544.94",7247,,Jethve Ln,Madeira,OH,"7247 Jethve Ln Madeira, OH","7247 Jethve Ln, Cincinnati, OH 45243, USA",-84.3600993,39.1944599,139000,2011,2
206,525-0003-0108-00,7133 Wallace Ave,948,510,1926,05-16-2011,"$164,000",5,2,2,0,20631.0,WD - Warranty Deed (Conv),1,0.161,"$5,427.22",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,112520,0,154560,267080,0,0,0,"$5,427.22",7133,,Wallace Ave,Madeira,OH,"7133 Wallace Ave Madeira, OH","7133 Wallace Ave, Cincinnati, OH 45243, USA",-84.3658608,39.1903475,164000,2011,5
207,525-0003-0126-00,7004 Fowler Ave,1050,510,1940,06-13-2011,"$162,000",5,2,1,0,140791.0,GDE - Guardian Deed (EX),1,0.161,"$4,961.62",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,112520,0,131790,244310,0,0,0,"$4,961.62",7004,,Fowler Ave,Madeira,OH,"7004 Fowler Ave Madeira, OH","7004 Fowler Ave, Madeira, OH 45243, USA",-84.3667528,39.1882217,162000,2011,6
208,525-0007-0020-00,8150 Camargo Rd,1211,510,1942,06-06-2011,"$114,900",6,3,1,0,21662.0,WD - Warranty Deed (Conv),1,0.33,"$5,925.79",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,164120,0,127390,291510,0,0,0,"$5,925.79",8150,,Camargo Rd,Madeira,OH,"8150 Camargo Rd Madeira, OH","8150 Camargo Rd, Madeira, OH 45243, USA",-84.35196619999999,39.1923656,114900,2011,6
209,525-0007-0085-00,7329 Osceola Dr,888,510,1942,08-01-2011,"$119,000",4,2,1,0,348391.0,AF - Affidavit (EX),1,0.173,"$4,439.22",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,116000,0,102390,218390,0,0,0,"$4,439.22",7329,,Osceola Dr,Madeira,OH,"7329 Osceola Dr Madeira, OH","7329 Osceola Dr, Cincinnati, OH 45243, USA",-84.35391469999999,39.1967228,119000,2011,8
210,525-0008-0066-00,7401 Mar Del Dr,1100,510,1953,03-24-2011,"$170,000",5,2,1,0,58936.0,WD - Warranty Deed (Conv),1,0.323,"$6,085.36",65.284164,MADEIRA CSD,52506 - MADEIRA 06,YES(11),No,No,Yes,No,Yes,121850,0,177670,299520,0,0,0,"$6,085.36",7401,,Mar Del Dr,Madeira,OH,"7401 Mar Del Dr Madeira, OH","7401 Mar Del Dr, Cincinnati, OH 45243, USA",-84.3662712,39.1928291,170000,2011,3
211,525-0012-0043-00,7819 Mapleleaf Dr,1258,510,1953,05-11-2011,"$131,000",6,4,1,0,247131.0,WD - Warranty Deed (Conv),1,0.138,"$4,946.16",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,Yes,No,No,No,Yes,104400,0,130600,235000,0,0,0,"$4,946.16",7819,,Mapleleaf Dr,Madeira,OH,"7819 Mapleleaf Dr Madeira, OH","7819 Maple Leaf Dr, Madeira, OH 45243, USA",-84.3589015,39.2011307,131000,2011,5
212,525-0012-0050-00,7805 Mapleleaf Dr,1258,510,1953,02-04-2011,"$100,100",6,3,1,1,302830.0,SV - Survivorship Deed (Conv),1,0.138,"$7,147.02",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,104400,0,247600,352000,0,0,0,"$7,147.02",7805,,Mapleleaf Dr,Madeira,OH,"7805 Mapleleaf Dr Madeira, OH","7805 Maple Leaf Dr, Cincinnati, OH 45243, USA",-84.3601395,39.2012264,100100,2011,2
213,525-0012-0050-00,7805 Mapleleaf Dr,1258,510,1953,02-28-2011,"$145,000",6,3,1,1,302830.0,SV - Survivorship Deed (Conv),1,0.138,"$7,147.02",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,104400,0,247600,352000,0,0,0,"$7,147.02",7805,,Mapleleaf Dr,Madeira,OH,"7805 Mapleleaf Dr Madeira, OH","7805 Maple Leaf Dr, Cincinnati, OH 45243, USA",-84.3601395,39.2012264,145000,2011,2
214,525-0012-0112-00,7812 Buckeye Crescent,1230,510,1950,03-25-2011,"$150,000",5,3,1,1,306760.0,WD - Warranty Deed (Conv),1,0.204,"$6,671.94",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,130050,0,197950,328000,0,0,0,"$6,671.94",7812,,Buckeye Crescent,Madeira,OH,"7812 Buckeye Crescent Madeira, OH","7812 Buckeye Crescent, Cincinnati, OH 45243, USA",-84.35965209999999,39.2031902,150000,2011,3
215,525-0012-0133-00,7815 Buckeye Crescent,1188,510,1955,05-16-2011,"$146,525",5,2,2,0,132819.0,WE - Warranty Deed (EX),1,0.165,"$5,807.60",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,114840,0,171170,286010,0,0,0,"$5,807.60",7815,,Buckeye Crescent,Madeira,OH,"7815 Buckeye Crescent Madeira, OH","7815 Buckeye Crescent, Madeira, OH 45243, USA",-84.35902399999999,39.2027543,146525,2011,5
216,525-0014-0185-00,6847 Juniperview Ln,1215,510,1955,04-12-2011,"$153,000",6,3,2,0,205250.0,WD - Warranty Deed (Conv),1,0.275,"$6,501.30",65.284164,MADEIRA CSD,52506 - MADEIRA 06,No,No,No,Yes,No,Yes,108530,0,211430,319960,0,0,0,"$6,501.30",6847,,Juniperview Ln,Madeira,OH,"6847 Juniperview Ln Madeira, OH","6847 Juniperview Ln, Cincinnati, OH 45243, USA",-84.37479950000001,39.188997,153000,2011,4
217,525-0021-0020-00,6609 May St,1120,510,1943,06-03-2011,"$136,000",6,2,1,1,26828.0,SV - Survivorship Deed (Conv),1,0.841,"$5,888.78",65.284164,MADEIRA CSD,52505 - MADEIRA 05,YES(24),Yes,No,Yes,No,Yes,160370,0,129630,290000,0,0,0,"$5,888.78",6609,,May St,Madeira,OH,"6609 May St Madeira, OH","6609 May St, Cincinnati, OH 45243, USA",-84.38025590000001,39.1747561,136000,2011,6
218,525-0025-0019-00,6053 Johnson St,1080,510,1953,03-23-2011,"$102,000",5,2,1,0,194184.0,FE - Fiduciary Deed (EX),1,0.288,"$4,727.96",65.284164,MADEIRA CSD,52503 - MADEIRA 03,No,No,No,Yes,No,Yes,73500,0,159100,232600,0,0,0,"$4,727.96",6053,,Johnson St,Madeira,OH,"6053 Johnson St Madeira, OH","6053 Johnson St, Cincinnati, OH 45243, USA",-84.3874652,39.1768517,102000,2011,3
219,525-0025-0074-00,6141 Cherokee Dr,1234,510,1937,06-29-2011,"$192,500",6,3,1,1,22736.0,WD - Warranty Deed (Conv),1,0.469,"$6,322.34",65.284164,MADEIRA CSD,52503 - MADEIRA 03,No,No,No,Yes,No,Yes,134330,0,176740,311070,0,0,0,"$6,322.34",6141,,Cherokee Dr,Madeira,OH,"6141 Cherokee Dr Madeira, OH","6141 Cherokee Dr, Madeira, OH 45243, USA",-84.3874069,39.1755287,192500,2011,6
220,525-0027-0008-00,6109 Kenwood Rd,1116,510,1948,06-29-2011,"$190,000",7,2,1,0,120216.0,QE - Quit Claim Deed (EX),1,0.296,"$5,212.18",65.284164,MADEIRA CSD,52514 - MADEIRA 14,No,No,No,No,No,Yes,122750,0,124900,247650,0,0,0,"$5,212.18",6109,,Kenwood Rd,Madeira,OH,"6109 Kenwood Rd Madeira, OH","6109 Kenwood Rd, Cincinnati, OH 45243, USA",-84.383327,39.1776569,190000,2011,6
