,parcel_number,address,finsqft,use,year_built,transfer_date,amount,total_rooms,bedrooms,full_baths,half_baths,conveyance_number,deed_type,num_parcels_sold,acreage,annual_tax,effective_tax_rate,school_district,appraisal_area,board_of_revision,rental_registration,homestead,owner_occupancy_credit,foreclosure,special_assessments,market_land_value,cauv_value,market_improvement_value,market_total_value,tif_value,abated_value,exempt_value,taxes_paid,st_num,apt_num,street,city,state,new_address,formatted_address,longitude,latitude,year,month,num_amount
217,200-0047-0114-00,1561 Springlawn Ave,966,510,1925,03-11-2009,"$116,500",5,2,1,0,41809.0,WD - Warranty Deed (Conv),1,0.105,"$2,299.29",69.301606,CINCINNATI CSD,03902 - NORTHSIDE 02,No,No,No,Yes,No,Yes,20790,0,86110,106900,0,0,0,"$2,299.29",1561,,Springlawn Ave,Cincinnati,OH,"1561 Springlawn Ave Cincinnati, OH","1561 Spring Lawn Ave, Cincinnati, OH 45223, USA",-84.54123,39.1759441,2009,3,116500
218,208-0057-0066-00,3116 Epworth Ave,1294,510,1960,08-14-2009,"$153,900",6,3,2,0,261981.0,WD - Warranty Deed (Conv),1,0.172,"$4,919.87",69.301606,CINCINNATI CSD,04401 - WESTWOOD 01,No,No,No,Yes,No,Yes,17000,0,213000,230000,0,0,0,"$4,919.87",3116,,Epworth Ave,Cincinnati,OH,"3116 Epworth Ave Cincinnati, OH","3116 Epworth Ave, Cincinnati, OH 45211, USA",-84.6004009,39.14100579999999,2009,8,153900
219,208-0059-0190-00,3020 Westbrook Dr,1232,510,1951,04-01-2009,"$100,500",5,2,1,0,136625.0,SV - Survivorship Deed (Conv),1,0.298,"$2,729.91",69.301606,CINCINNATI CSD,04401 - WESTWOOD 01,No,No,No,Yes,No,Yes,22950,0,103990,126940,0,0,0,"$2,729.91",3020,,Westbrook Dr,Cincinnati,OH,"3020 Westbrook Dr Cincinnati, OH","3020 Westbrook Dr, Cincinnati, OH 45238, USA",-84.601733,39.1391853,2009,4,100500
220,208-0059-0210-00,3026 Sandra Pl,800,510,1952,05-14-2009,"$121,000",4,2,2,0,22128.0,WD - Warranty Deed (Conv),1,0.157,"$2,389.85",69.301606,CINCINNATI CSD,04401 - WESTWOOD 01,YES(13),No,No,Yes,No,Yes,16420,0,94830,111250,46590,0,0,"$2,389.85",3026,,Sandra Pl,Cincinnati,OH,"3026 Sandra Pl Cincinnati, OH","3026 Sandra Pl, Cincinnati, OH 45238, USA",-84.6024659,39.1382276,2009,5,121000
221,208-0060-0332-00,5779 Timrick Ct,1108,510,1955,05-04-2009,"$105,000",5,2,1,1,21671.0,WD - Warranty Deed (Conv),1,0.197,"$3,047.83",69.301606,CINCINNATI CSD,04400 - WESTWOOD,No,No,No,Yes,No,Yes,20790,0,121400,142190,73360,0,0,"$3,047.83",5779,,Timrick Ct,Cincinnati,OH,"5779 Timrick Ct Cincinnati, OH","5779 Timrick Ct, Cincinnati, OH 45238, USA",-84.61205609999999,39.137247,2009,5,105000
222,209-0002-0055-00,3517 Mcfarlan Rd,1224,520,1936,08-14-2009,"$105,000",9,3,2,0,226801.0,WD - Warranty Deed (Conv),1,0.455,"$3,091.04",69.301606,CINCINNATI CSD,04400 - WESTWOOD,No,No,No,Yes,No,No,33400,0,109250,142650,0,0,0,"$3,091.04",3517,,Mcfarlan Rd,Cincinnati,OH,"3517 Mcfarlan Rd Cincinnati, OH","3517 McFarlan Rd, Cincinnati, OH 45211, USA",-84.5932313,39.1532506,2009,8,105000
223,211-0068-0122-00,3138 Pershing Ct,1296,510,1941,07-09-2009,"$118,000",6,3,1,1,222641.0,WD - Warranty Deed (Conv),2,0.207,"$3,776.81",69.301606,CINCINNATI CSD,04400 - WESTWOOD,No,No,No,Yes,No,Yes,25360,0,151390,176750,0,0,0,"$3,776.81",3138,,Pershing Ct,Cincinnati,OH,"3138 Pershing Ct Cincinnati, OH","3138 Pershing Ct, Cincinnati, OH 45211, USA",-84.6069984,39.1440647,2009,7,118000
224,211-0072-0099-00,3515 Craig Ct,1132,510,1947,06-19-2009,"$100,000",6,3,2,0,23761.0,WD - Warranty Deed (Conv),1,0.118,"$3,128.34",69.301606,CINCINNATI CSD,04400 - WESTWOOD,No,No,No,Yes,No,Yes,17430,0,128530,145960,0,0,0,"$3,128.34",3515,,Craig Ct,Cincinnati,OH,"3515 Craig Ct Cincinnati, OH","3515 Craig Ct, Cincinnati, OH 45211, USA",-84.6045225,39.1530039,2009,6,100000
225,212-0062-0168-00,3204 Buell St,1215,510,1948,08-04-2009,"$111,000",7,3,2,0,316830.0,WD - Warranty Deed (Conv),1,0.182,"$4,350.21",69.301606,CINCINNATI CSD,04400 - WESTWOOD,No,No,No,Yes,No,Yes,23790,0,179210,203000,0,0,0,"$4,350.21",3204,,Buell St,Cincinnati,OH,"3204 Buell St Cincinnati, OH","3204 Buell St, Cincinnati, OH 45211, USA",-84.6156989,39.1433184,2009,8,111000
226,212-0066-0116-00,3280 Daytona Ave,1101,510,1924,05-04-2009,"$102,000",5,2,1,0,265553.0,WD - Warranty Deed (Conv),1,0.155,"$3,305.29",69.301606,CINCINNATI CSD,04400 - WESTWOOD,No,No,No,Yes,No,Yes,20160,0,133840,154000,0,0,0,"$3,305.29",3280,,Daytona Ave,Cincinnati,OH,"3280 Daytona Ave Cincinnati, OH","3280 Daytona Ave, Cincinnati, OH 45211, USA",-84.61084760000001,39.1469419,2009,5,102000
227,212-0066-0168-00,3317 Mclelland Ave,1279,510,1937,07-14-2009,"$100,000",5,2,1,0,191219.0,WD - Warranty Deed (Conv),1,0.146,"$3,121.43",69.301606,CINCINNATI CSD,04400 - WESTWOOD,YES(10),No,No,Yes,No,Yes,18060,0,127510,145570,0,0,0,"$3,121.43",3317,,Mclelland Ave,Cincinnati,OH,"3317 Mclelland Ave Cincinnati, OH","3317 McLelland Ave, Cincinnati, OH 45211, USA",-84.61070459999999,39.1473432,2009,7,100000
228,214-0003-0143-00,521 3 W Martin Luther King Dr,925,550,1986,04-13-2009,"$288,000",5,2,2,0,41402.0,WD - Warranty Deed (Conv),1,0.0,"$2,087.23",69.301606,CINCINNATI CSD,02404 - QUEEN CITY CONDO,YES(01),Yes,No,No,No,Yes,15200,0,79010,94210,0,0,0,"$2,087.23",521,3,W Martin Luther King Dr,Cincinnati,OH,"521 W Martin Luther King Dr 3 Cincinnati, OH","521 Martin Luther King Dr W, Cincinnati, OH 45220, USA",-84.5252033,39.1390697,2009,4,288000
229,214-0003-0144-00,521 4 W Martin Luther King Dr,925,550,1986,04-13-2009,"$288,000",5,2,2,0,91038.0,WD - Warranty Deed (Conv),3,0.0,"$2,087.23",69.301606,CINCINNATI CSD,02404 - QUEEN CITY CONDO,YES(01),No,No,No,No,Yes,15200,0,79010,94210,0,0,0,"$2,087.23",521,4,W Martin Luther King Dr,Cincinnati,OH,"521 W Martin Luther King Dr 4 Cincinnati, OH","521 Martin Luther King Dr W, Cincinnati, OH 45220, USA",-84.5252033,39.1390697,2009,4,288000
230,214-0003-0150-00,521 10 W Martin Luther King Dr,925,550,1986,04-13-2009,"$288,000",5,2,2,0,265439.0,WD - Warranty Deed (Conv),1,0.0,"$1,949.87",69.301606,CINCINNATI CSD,02404 - QUEEN CITY CONDO,YES(01),Yes,No,No,No,Yes,15200,0,72800,88000,0,0,0,"$1,949.87",521,10,W Martin Luther King Dr,Cincinnati,OH,"521 W Martin Luther King Dr 10 Cincinnati, OH","10 Martin Luther King Dr E, Cincinnati, OH 45219, USA",-84.5083634,39.1355448,2009,4,288000
231,214-0003-0151-00,521 11 W Martin Luther King Dr,925,550,1986,04-13-2009,"$288,000",5,2,2,0,23758.0,WD - Warranty Deed (Conv),1,0.0,"$2,088.49",69.301606,CINCINNATI CSD,02404 - QUEEN CITY CONDO,YES(01),No,No,No,No,Yes,15200,0,79070,94270,0,0,0,"$2,088.49",521,11,W Martin Luther King Dr,Cincinnati,OH,"521 W Martin Luther King Dr 11 Cincinnati, OH","11 Martin Luther King Dr E, Cincinnati, OH 45219, USA",-84.50865499999999,39.1352151,2009,4,288000
232,214-0003-0170-00,521 30 W Martin Luther King Dr,925,550,1986,04-13-2009,"$288,000",5,2,2,0,91038.0,WD - Warranty Deed (Conv),3,0.0,"$2,088.49",69.301606,CINCINNATI CSD,02404 - QUEEN CITY CONDO,YES(01),No,No,No,No,Yes,15200,0,79070,94270,0,0,0,"$2,088.49",521,30,W Martin Luther King Dr,Cincinnati,OH,"521 W Martin Luther King Dr 30 Cincinnati, OH","30 Martin Luther King Dr E, Cincinnati, OH 45219, USA",-84.5074776,39.1355106,2009,4,288000
233,214-0003-0172-00,521 32 W Martin Luther King Dr,925,550,1986,04-13-2009,"$288,000",5,2,1,1,91038.0,WD - Warranty Deed (Conv),3,0.0,"$2,123.29",69.301606,CINCINNATI CSD,02404 - QUEEN CITY CONDO,YES(01),No,No,No,No,Yes,15200,0,80640,95840,0,0,0,"$2,123.29",521,32,W Martin Luther King Dr,Cincinnati,OH,"521 W Martin Luther King Dr 32 Cincinnati, OH","32 Martin Luther King Dr E, Cincinnati, OH 45219, USA",-84.5074099,39.1355189,2009,4,288000
234,214-0003-0174-00,521 34 W Martin Luther King Dr,925,550,1986,04-13-2009,"$288,000",5,2,2,0,70950.0,WD - Warranty Deed (Conv),1,0.0,"$2,088.49",69.301606,CINCINNATI CSD,02404 - QUEEN CITY CONDO,YES(01),No,No,No,No,Yes,15200,0,79070,94270,0,0,0,"$2,088.49",521,34,W Martin Luther King Dr,Cincinnati,OH,"521 W Martin Luther King Dr 34 Cincinnati, OH","521 Martin Luther King Dr W, Cincinnati, OH 45220, USA",-84.5252033,39.1390697,2009,4,288000
235,214-0003-0176-00,521 36 W Martin Luther King Dr,925,550,1986,04-13-2009,"$288,000",5,2,2,0,318000.0,WD - Warranty Deed (Conv),1,0.0,"$2,452.41",69.301606,CINCINNATI CSD,02404 - QUEEN CITY CONDO,YES(01),Yes,No,Yes,No,Yes,15200,0,99800,115000,0,0,0,"$2,452.41",521,36,W Martin Luther King Dr,Cincinnati,OH,"521 W Martin Luther King Dr 36 Cincinnati, OH","521 Martin Luther King Dr W, Cincinnati, OH 45220, USA",-84.5252033,39.1390697,2009,4,288000
236,214-0003-0180-00,521 40 W Martin Luther King Dr,925,550,1986,04-13-2009,"$288,000",5,2,2,0,157524.0,WE - Warranty Deed (EX),1,0.0,"$2,088.49",69.301606,CINCINNATI CSD,02404 - QUEEN CITY CONDO,YES(01),No,No,No,No,Yes,15200,0,79070,94270,0,0,0,"$2,088.49",521,40,W Martin Luther King Dr,Cincinnati,OH,"521 W Martin Luther King Dr 40 Cincinnati, OH","521 Martin Luther King Dr W, Cincinnati, OH 45220, USA",-84.5252033,39.1390697,2009,4,288000
237,221-0021-0048-00,4344 Dane Ave,1243,510,1929,05-14-2009,"$112,000",7,2,2,0,22131.0,WD - Warranty Deed (Conv),1,0.128,"$5,389.26",69.301606,CINCINNATI CSD,03900 - NORTHSIDE,No,No,No,Yes,No,Yes,102460,0,149040,251500,0,0,0,"$5,389.26",4344,,Dane Ave,Cincinnati,OH,"4344 Dane Ave Cincinnati, OH","4344 Dane Ave, Cincinnati, OH 45223, USA",-84.5326833,39.1675616,2009,5,112000
238,228-0004-0195-00,2455 Aldermont Ct,1070,550,2003,03-31-2009,"$108,000",6,2,2,1,29481.0,WD - Warranty Deed (Conv),1,0.0,"$3,719.56",69.301606,CINCINNATI CSD,04208 - MT AIRY OAKS CONDO,No,No,No,Yes,No,Yes,28000,0,145940,173940,0,0,0,"$3,719.56",2455,,Aldermont Ct,Cincinnati,OH,"2455 Aldermont Ct Cincinnati, OH","2455 Aldermont Ct, Cincinnati, OH 45239, USA",-84.5660659,39.1929451,2009,3,108000
239,228-0004-0195-00,2455 Aldermont Ct,1070,550,2003,06-23-2009,"$106,000",6,2,2,1,29481.0,WD - Warranty Deed (Conv),1,0.0,"$3,719.56",69.301606,CINCINNATI CSD,04208 - MT AIRY OAKS CONDO,No,No,No,Yes,No,Yes,28000,0,145940,173940,0,0,0,"$3,719.56",2455,,Aldermont Ct,Cincinnati,OH,"2455 Aldermont Ct Cincinnati, OH","2455 Aldermont Ct, Cincinnati, OH 45239, USA",-84.5660659,39.1929451,2009,6,106000
240,228-0004-0215-00,2473 Aldermont Ct,1070,550,2004,03-24-2009,"$110,000",6,2,2,1,62679.0,WD - Warranty Deed (Conv),1,0.0,"$3,682.86",69.301606,CINCINNATI CSD,04208 - MT AIRY OAKS CONDO,No,No,No,Yes,No,Yes,28000,0,144180,172180,0,0,0,"$3,682.86",2473,,Aldermont Ct,Cincinnati,OH,"2473 Aldermont Ct Cincinnati, OH","2473 Aldermont Ct, Cincinnati, OH 45239, USA",-84.5667722,39.1927003,2009,3,110000
241,231-0003-0137-00,2653 Gracewood Ave,1110,510,1951,06-29-2009,"$125,600",7,3,2,0,79667.0,WD - Warranty Deed (Conv),1,0.204,"$5,657.34",69.301606,CINCINNATI CSD,04200 - MT AIRY,No,No,No,Yes,No,Yes,29100,0,104830,133930,49030,0,0,"$2,874.80",2653,,Gracewood Ave,Cincinnati,OH,"2653 Gracewood Ave Cincinnati, OH","2653 Gracewood Ave, Cincinnati, OH 45239, USA",-84.5793917,39.1945325,2009,6,125600
242,231-0003-0168-00,5447 Cindy Ln,1190,510,1959,08-31-2009,"$121,000",6,3,1,1,285886.0,SE - Survivorship Deed (EX),1,0.905,"$3,494.53",69.301606,CINCINNATI CSD,04200 - MT AIRY,No,No,No,Yes,No,Yes,28400,0,134840,163240,74240,0,0,"$3,494.53",5447,,Cindy Ln,Cincinnati,OH,"5447 Cindy Ln Cincinnati, OH","5447 Cindy Ln, Cincinnati, OH 45239, USA",-84.57956960000001,39.1911196,2009,8,121000
243,231-0003-0266-00,5425 Ruddy Ct,1232,510,1960,04-20-2009,"$122,000",5,3,1,1,26076.0,WD - Warranty Deed (Conv),1,0.197,"$3,150.57",69.301606,CINCINNATI CSD,04200 - MT AIRY,No,No,No,Yes,No,Yes,28930,0,117890,146820,66890,0,0,"$3,150.57",5425,,Ruddy Ct,Cincinnati,OH,"5425 Ruddy Ct Cincinnati, OH","5425 Ruddy Ct, Cincinnati, OH 45239, USA",-84.5786363,39.1905835,2009,4,122000
244,231-0003-0266-00,5425 Ruddy Ct,1232,510,1960,08-04-2009,"$105,500",5,3,1,1,26076.0,WD - Warranty Deed (Conv),1,0.197,"$3,150.57",69.301606,CINCINNATI CSD,04200 - MT AIRY,No,No,No,Yes,No,Yes,28930,0,117890,146820,66890,0,0,"$3,150.57",5425,,Ruddy Ct,Cincinnati,OH,"5425 Ruddy Ct Cincinnati, OH","5425 Ruddy Ct, Cincinnati, OH 45239, USA",-84.5786363,39.1905835,2009,8,105500
245,232-0003-0010-00,6344 Aspen Wy,1133,510,1941,07-28-2009,"$105,000",5,2,1,0,25677.0,WD - Warranty Deed (Conv),1,0.13,"$2,976.38",69.301606,CINCINNATI CSD,05100 - COLLEGE HILL,No,No,No,Yes,No,Yes,26320,0,112540,138860,0,0,0,"$2,976.38",6344,,Aspen Wy,Cincinnati,OH,"6344 Aspen Wy Cincinnati, OH","6344 Aspen Way, Cincinnati, OH 45224, USA",-84.5517768,39.2067558,2009,7,105000
246,500-0030-0036-00,854 Nordyke Rd,1195,510,1956,05-27-2009,"$158,880",5,2,2,0,290882.0,FD - Fiduciary Deed (Conv),2,0.387,"$5,370.51",63.814706,FOREST HILLS LSD,50044 - ANDERSON 44,No,No,No,Yes,No,Yes,59460,0,205690,265150,0,0,0,"$5,370.51",854,,Nordyke Rd,Cincinnati,OH,"854 Nordyke Rd Cincinnati, OH","854 Nordyke Rd, Cincinnati, OH 45255, USA",-84.3152444,39.0594449,2009,5,158880
247,500-0040-0079-00,1040 Nordyke Rd,1260,510,1953,08-11-2009,"$119,400",6,3,1,1,26445.0,WD - Warranty Deed (Conv),1,0.45,"$4,025.08",63.814706,FOREST HILLS LSD,50024 - ANDERSON 24,No,Yes,No,No,No,Yes,40280,0,152900,193180,0,0,0,"$4,025.08",1040,,Nordyke Rd,Cincinnati,OH,"1040 Nordyke Rd Cincinnati, OH","1040 Nordyke Rd, Cincinnati, OH 45255, USA",-84.3154974,39.0665092,2009,8,119400
248,500-0041-0248-00,1262 Eight Mile Rd,960,510,1931,06-15-2009,"$127,900",5,2,1,1,23496.0,WD - Warranty Deed (Conv),1,0.278,"$3,338.08",63.814706,FOREST HILLS LSD,50001 - ANDERSON 01,No,No,Yes,Yes,No,Yes,47320,0,143780,191100,0,0,0,"$3,338.08",1262,,Eight Mile Rd,Cincinnati,OH,"1262 Eight Mile Rd Cincinnati, OH","1262 8 Mile Rd, Cincinnati, OH 45255, USA",-84.32220029999999,39.0736854,2009,6,127900
249,500-0042-0137-00,1617 Yellowglen Dr,1278,510,1966,06-18-2009,"$136,000",6,3,1,1,,WE - Warranty Deed (EX),1,0.22,"$4,794.48",63.814706,FOREST HILLS LSD,50001 - ANDERSON 01,No,No,No,Yes,No,Yes,45240,0,191920,237160,0,0,0,"$4,794.48",1617,,Yellowglen Dr,Cincinnati,OH,"1617 Yellowglen Dr Cincinnati, OH","1617 Yellowglen Dr, Cincinnati, OH 45255, USA",-84.32620179999999,39.0807475,2009,6,136000
250,500-0044-0087-00,1690 Pinebluff Ln,1280,510,1968,04-06-2009,"$145,000",6,3,2,0,,SE - Survivorship Deed (EX),1,0.185,"$4,405.83",63.814706,FOREST HILLS LSD,50001 - ANDERSON 01,YES(12),No,No,Yes,No,Yes,40870,0,176670,217540,0,0,0,"$4,405.83",1690,,Pinebluff Ln,Cincinnati,OH,"1690 Pinebluff Ln Cincinnati, OH","1690 Pinebluff Ln, Cincinnati, OH 45255, USA",-84.316401,39.0814662,2009,4,145000
251,500-0044-0231-00,8533 Linderwood Ln,1080,510,1963,03-03-2009,"$106,230",5,3,1,1,267480.0,SE - Survivorship Deed (EX),1,0.173,"$4,426.10",63.814706,FOREST HILLS LSD,50001 - ANDERSON 01,No,Yes,No,No,No,Yes,40140,0,172350,212490,0,0,0,"$4,426.10",8533,,Linderwood Ln,Cincinnati,OH,"8533 Linderwood Ln Cincinnati, OH","8533 Linderwood Ln, Cincinnati, OH 45255, USA",-84.3170552,39.0774107,2009,3,106230
252,500-0045-0111-00,8337 Northport Dr,1080,510,1963,07-28-2009,"$138,000",5,3,1,1,55281.0,SV - Survivorship Deed (Conv),1,0.173,"$4,599.61",63.814706,FOREST HILLS LSD,50001 - ANDERSON 01,No,No,No,Yes,No,Yes,40200,0,186920,227120,0,0,0,"$4,599.61",8337,,Northport Dr,Cincinnati,OH,"8337 Northport Dr Cincinnati, OH","8337 Northport Dr, Cincinnati, OH 45255, USA",-84.3229999,39.0782001,2009,7,138000
253,500-0045-0271-00,1588 Yellowglen Dr,1248,510,1965,03-24-2009,"$156,000",6,3,1,1,20058.0,WD - Warranty Deed (Conv),1,0.216,"$4,697.07",63.814706,FOREST HILLS LSD,50001 - ANDERSON 01,No,No,No,Yes,No,Yes,43430,0,188500,231930,0,0,0,"$4,697.07",1588,,Yellowglen Dr,Cincinnati,OH,"1588 Yellowglen Dr Cincinnati, OH","1588 Yellowglen Dr, Cincinnati, OH 45255, USA",-84.3257694,39.0799661,2009,3,156000
254,500-0072-0089-00,8657 Susanview Ln,1297,510,1957,05-04-2009,"$165,000",4,2,2,0,21650.0,WD - Warranty Deed (Conv),1,0.463,"$4,413.39",63.814706,FOREST HILLS LSD,500102 - ANDERSON 102,No,No,No,Yes,No,Yes,41900,0,175880,217780,0,0,0,"$4,413.39",8657,,Susanview Ln,Cincinnati,OH,"8657 Susanview Ln Cincinnati, OH","8657 Susanview Ln, Cincinnati, OH 45244, USA",-84.31000929999999,39.1176836,2009,5,165000
255,500-0122-0186-00,8125 41 Witts Meadow Ln,872,550,1995,03-27-2009,"$165,000",4,1,2,1,20251.0,WD - Warranty Deed (Conv),1,0.0,"$4,330.44",63.814706,FOREST HILLS LSD,50042 - WITTSHIRE GLEN CONDO,No,No,No,Yes,No,Yes,28600,0,185640,214240,0,0,0,"$4,330.44",8125,41,Witts Meadow Ln,Cincinnati,OH,"8125 Witts Meadow Ln 41 Cincinnati, OH","8125 Witts Meadow Ln #41, Cincinnati, OH 45255, USA",-84.33029839999999,39.06812910000001,2009,3,165000
256,500-0123-0087-00,1040 Portway Dr,1248,510,1986,06-19-2009,"$215,000",7,2,2,0,,QE - Quit Claim Deed (EX),1,0.139,"$5,759.43",63.814706,FOREST HILLS LSD,500108 - ANDERSON 108,No,No,No,Yes,No,Yes,51480,0,233090,284570,0,0,0,"$5,759.43",1040,,Portway Dr,Cincinnati,OH,"1040 Portway Dr Cincinnati, OH","1040 Portway Dr, Cincinnati, OH 45255, USA",-84.32678659999999,39.0685179,2009,6,215000
257,500-0123-0141-00,1062 Eight Mile Rd,1142,510,1954,08-18-2009,"$175,000",5,2,2,0,26777.0,WD - Warranty Deed (Conv),1,0.661,"$4,541.93",63.814706,FOREST HILLS LSD,50024 - ANDERSON 24,No,No,No,Yes,No,Yes,46440,0,177840,224280,0,0,0,"$4,541.93",1062,,Eight Mile Rd,Cincinnati,OH,"1062 Eight Mile Rd Cincinnati, OH","1062 8 Mile Rd, Cincinnati, OH 45255, USA",-84.3224188,39.06794319999999,2009,8,175000
258,500-0132-0134-00,2196 Finnegan Ln,935,510,1956,07-29-2009,"$125,000",5,2,1,1,,WE - Warranty Deed (EX),1,0.714,"$4,152.00",63.814706,FOREST HILLS LSD,50097 - ANDERSON 97,No,No,No,Yes,No,Yes,57550,0,147760,205310,0,0,0,"$4,152.00",2196,,Finnegan Ln,Cincinnati,OH,"2196 Finnegan Ln Cincinnati, OH","2196 Finnegan Ln, Cincinnati, OH 45244, USA",-84.32785480000001,39.0932366,2009,7,125000
259,500-0201-0058-00,1336 Wolfangel Rd,1258,510,1939,08-25-2009,"$116,000",6,2,1,0,116969.0,WD - Warranty Deed (Conv),1,0.14,"$3,579.30",63.814706,FOREST HILLS LSD,50005 - ANDERSON 05,No,No,No,Yes,No,Yes,30630,0,146320,176950,0,0,0,"$3,579.30",1336,,Wolfangel Rd,Cincinnati,OH,"1336 Wolfangel Rd Cincinnati, OH","1336 Wolfangel Rd, Cincinnati, OH 45255, USA",-84.3449804,39.075561,2009,8,116000
260,500-0201-0065-00,1317 Victor Ave,1164,510,1922,03-06-2009,"$125,000",6,3,1,0,19443.0,WD - Warranty Deed (Conv),1,0.138,"$3,539.87",63.814706,FOREST HILLS LSD,50005 - ANDERSON 05,No,No,No,Yes,No,Yes,30630,0,143780,174410,0,0,0,"$3,539.87",1317,,Victor Ave,Cincinnati,OH,"1317 Victor Ave Cincinnati, OH","1317 Victor Ave, Cincinnati, OH 45255, USA",-84.3438812,39.075197,2009,3,125000
261,500-0201-0074-00,1316 Victor Ave,1053,510,1922,04-16-2009,"$129,000",5,2,2,0,154760.0,WE - Warranty Deed (EX),1,0.145,"$3,862.28",63.814706,FOREST HILLS LSD,50005 - ANDERSON 05,No,No,No,No,No,Yes,30630,0,154740,185370,0,0,0,"$3,862.28",1316,,Victor Ave,Cincinnati,OH,"1316 Victor Ave Cincinnati, OH","1316 Victor Ave, Cincinnati, OH 45255, USA",-84.34349499999999,39.0751194,2009,4,129000
262,500-0202-0154-00,1315 Crotty Ct,1101,550,1986,04-03-2009,"$150,000",5,2,2,1,20590.0,WD - Warranty Deed (Conv),1,0.0,"$2,725.21",63.814706,FOREST HILLS LSD,50053 - CROTTY CT CONDO,YES(13),No,No,No,No,Yes,18500,0,106550,125050,0,0,0,"$2,606.54",1315,,Crotty Ct,Cincinnati,OH,"1315 Crotty Ct Cincinnati, OH","1315 Crotty Ct, Cincinnati, OH 45255, USA",-84.34723950000001,39.075539,2009,4,150000
263,500-0203-0063-00,1040 Asbury Rd,1299,510,1924,07-23-2009,"$142,500",7,3,1,0,277092.0,WD - Warranty Deed (Conv),1,0.429,"$4,390.90",63.814706,FOREST HILLS LSD,50024 - ANDERSON 24,No,No,No,Yes,No,Yes,39270,0,177730,217000,0,0,0,"$4,390.90",1040,,Asbury Rd,Cincinnati,OH,"1040 Asbury Rd Cincinnati, OH","1040 Asbury Rd, Cincinnati, OH 45255, USA",-84.3415675,39.0684135,2009,7,142500
264,500-0260-0308-00,828 S Woodlyn Dr,1082,550,1983,02-03-2009,"$101,950",5,2,2,0,313350.0,SV - Survivorship Deed (Conv),1,0.0,"$3,338.86",63.814706,FOREST HILLS LSD,50060 - WOODLYN VIEW CONDO,No,No,No,Yes,No,Yes,22500,0,142500,165000,0,0,0,"$3,338.86",828,,S Woodlyn Dr,Cincinnati,OH,"828 S Woodlyn Dr Cincinnati, OH","828 Woodlyn Dr S, Cincinnati, OH 45230, USA",-84.3534974,39.0617414,2009,2,101950
265,500-0260-0496-00,782 S Woodlyn Dr,1172,550,1985,06-22-2009,"$113,000",5,2,1,2,156913.0,QE - Quit Claim Deed (EX),1,0.0,"$3,191.74",63.814706,FOREST HILLS LSD,50060 - WOODLYN VIEW CONDO,No,No,No,Yes,No,Yes,22500,0,135240,157740,0,0,0,"$3,191.74",782,,S Woodlyn Dr,Cincinnati,OH,"782 S Woodlyn Dr Cincinnati, OH","782 Woodlyn Dr S, Cincinnati, OH 45230, USA",-84.3545463,39.06056299999999,2009,6,113000
266,500-0260-0509-00,768 S Woodlyn Dr,1210,550,1986,02-18-2009,"$132,000",6,2,2,1,229908.0,QE - Quit Claim Deed (EX),1,0.0,"$2,595.30",63.814706,FOREST HILLS LSD,50060 - WOODLYN VIEW CONDO,No,Yes,Yes,Yes,No,Yes,22500,0,132180,154680,0,0,0,"$2,595.30",768,,S Woodlyn Dr,Cincinnati,OH,"768 S Woodlyn Dr Cincinnati, OH","768 Woodlyn Dr S, Cincinnati, OH 45230, USA",-84.35538489999999,39.0607526,2009,2,132000
267,500-0270-0029-00,1146 Alnetta Dr,998,510,1953,08-17-2009,"$118,000",5,2,1,1,333186.0,SV - Survivorship Deed (Conv),1,0.172,"$3,941.35",63.814706,FOREST HILLS LSD,50023 - ANDERSON 23,No,No,No,Yes,No,Yes,36720,0,157550,194270,0,0,0,"$3,941.35",1146,,Alnetta Dr,Cincinnati,OH,"1146 Alnetta Dr Cincinnati, OH","1146 Alnetta Dr, Cincinnati, OH 45230, USA",-84.36501059999999,39.07083780000001,2009,8,118000
268,500-0270-0131-00,1079 Alnetta Dr,1168,510,1956,08-03-2009,"$155,000",6,3,2,0,38345.0,WD - Warranty Deed (Conv),1,0.169,"$4,594.41",63.814706,FOREST HILLS LSD,50023 - ANDERSON 23,No,No,No,Yes,No,Yes,36720,0,190150,226870,0,0,0,"$4,594.41",1079,,Alnetta Dr,Cincinnati,OH,"1079 Alnetta Dr Cincinnati, OH","1079 Alnetta Dr, Cincinnati, OH 45230, USA",-84.3656881,39.0693118,2009,8,155000
269,500-0271-0032-00,1029 Markley Rd,1266,510,1958,06-30-2009,"$128,000",6,3,1,1,24221.0,WD - Warranty Deed (Conv),2,0.458,"$4,470.99",63.814706,FOREST HILLS LSD,50099 - ANDERSON 99,No,No,No,Yes,No,Yes,44510,0,176230,220740,0,0,0,$0.00,1029,,Markley Rd,Cincinnati,OH,"1029 Markley Rd Cincinnati, OH","1029 Markley Rd, Cincinnati, OH 45230, USA",-84.3589692,39.0682755,2009,6,128000
270,500-0271-0055-00,808 Rosetree Ln,1248,510,1968,05-13-2009,"$140,000",6,3,2,0,196114.0,WD - Warranty Deed (Conv),1,0.232,"$4,495.69",63.814706,FOREST HILLS LSD,50023 - ANDERSON 23,No,No,Yes,Yes,No,Yes,43820,0,204640,248460,0,0,0,"$4,495.69",808,,Rosetree Ln,Cincinnati,OH,"808 Rosetree Ln Cincinnati, OH","808 Rosetree Ln, Cincinnati, OH 45230, USA",-84.36047909999999,39.0667041,2009,5,140000
