,parcel_number,address,finsqft,use,year_built,transfer_date,amount,total_rooms,bedrooms,full_baths,half_baths,conveyance_number,deed_type,num_parcels_sold,acreage,annual_tax,effective_tax_rate,school_district,appraisal_area,board_of_revision,rental_registration,homestead,owner_occupancy_credit,foreclosure,special_assessments,market_land_value,cauv_value,market_improvement_value,market_total_value,tif_value,abated_value,exempt_value,taxes_paid
1006,620-0190-0401-00,9114 DOMINION CR,1216,550,1984,08-24-2011,"$123,375",6,3,2,1,314187,WD - Warranty Deed (Conv),1,0.000,"$3,393.46",53.799505,SYCAMORE CSD,62013 - SYCAMORE STATION CONDO,No,No,No,Yes,No,Yes,24700,0,176300,201000,0,0,0,"$3,393.46"
1007,620-0190-0791-00,11983 7 OLDE DOMINION DR,1064,550,1997,05-25-2011,"$109,700",5,2,2,0,21214,WD - Warranty Deed (Conv),1,0.000,"$2,922.14",53.799505,SYCAMORE CSD,62035 - TIMBER CREEK CONDO,No,No,No,Yes,No,Yes,26300,0,146740,173040,0,0,0,"$2,922.14"
1008,621-0011-0017-00,1549 DURANGO DR,1188,510,1956,08-18-2011,"$156,000",6,3,1,0,24843,WD - Warranty Deed (Conv),1,0.832,"$4,744.02",60.879881,LOVELAND CSD,62103 - LOVELAND 03,No,No,No,Yes,No,No,75480,0,174500,249980,0,0,0,"$4,744.02"
1009,621-0015-0063-00,2038 STRATFORD CT,1254,550,1983,04-27-2011,"$117,500",5,2,1,1,327715,QE - Quit Claim Deed (EX),1,0.000,"$3,363.26",60.879881,LOVELAND CSD,62105 - HIDDEN CREEK CONDO,No,No,No,Yes,No,No,20000,0,157180,177180,0,0,0,"$3,363.26"
1010,621-0015-0085-00,2012 STRATFORD CT,1254,550,1983,04-25-2011,"$112,000",5,2,2,1,229699,SV - Survivorship Deed (Conv),1,0.000,"$3,818.12",60.879881,LOVELAND CSD,62105 - HIDDEN CREEK CONDO,No,No,No,Yes,No,No,20000,0,181150,201150,0,0,0,"$3,818.12"
1011,630-0160-0072-00,9372 WEST RD,1008,510,1961,08-03-2011,"$140,000",5,3,2,0,24191,WD - Warranty Deed (Conv),1,0.674,"$2,148.87",52.517030,SOUTHWEST LSD (HAMILTON CO.),63000 - WHITEWATER,No,No,Yes,Yes,No,Yes,43660,0,113350,157010,0,0,0,"$2,148.87"
1012,651-0003-0375-00,2210 RONDA AVE,1161,510,1963,05-13-2011,"$128,000",5,2,1,1,20578,WD - Warranty Deed (Conv),1,0.139,"$3,333.23",58.441521,NORWOOD CSD,65107 - NORWOOD 07,No,No,No,Yes,No,Yes,38750,0,145710,184460,0,0,0,"$3,333.23"
1013,651-0003-0409-00,2235 VARELMAN AVE,999,510,1956,07-18-2011,"$121,000",5,3,1,0,23540,SV - Survivorship Deed (Conv),1,0.139,"$2,837.09",58.441521,NORWOOD CSD,65107 - NORWOOD 07,No,No,No,Yes,No,Yes,38750,0,118150,156900,0,0,0,"$2,837.09"
1014,651-0004-0018-00,2420 LYSLE LN,1110,510,1920,08-04-2011,"$125,000",6,3,1,0,327405,WD - Warranty Deed (Conv),1,0.195,"$4,140.31",58.441521,NORWOOD CSD,65106 - NORWOOD 06,No,No,No,Yes,No,Yes,35850,0,193150,229000,0,0,0,"$4,140.31"
1015,651-0004-0061-00,2408 QUATMAN AVE,1210,510,1916,02-15-2011,"$103,000",5,3,2,0,136935,WD - Warranty Deed (Conv),1,0.164,"$2,862.71",58.441521,NORWOOD CSD,65106 - NORWOOD 06,No,No,No,Yes,No,Yes,37600,0,120330,157930,0,0,0,"$2,862.71"
1026,651-0004-0182-00,2322 QUATMAN AVE,1230,510,1919,08-24-2011,"$113,500",6,3,1,0,25073,WD - Warranty Deed (Conv),1,0.121,"$2,819.95",58.441521,NORWOOD CSD,65106 - NORWOOD 06,No,No,No,Yes,No,Yes,31520,0,124160,155680,0,0,0,"$2,819.95"
1027,651-0030-0377-00,2618 MELROSE AVE,1048,510,1926,06-15-2011,"$118,000",5,2,1,0,301705,WD - Warranty Deed (Conv),1,0.132,"$4,419.72",58.441521,NORWOOD CSD,65101 - NORWOOD 01,No,No,No,Yes,No,Yes,73220,0,171780,245000,0,0,0,"$4,419.72"
1028,651-0049-0226-00,1717 CLEVELAND AVE,1234,510,1895,05-03-2011,"$100,000",5,2,2,0,237284,SV - Survivorship Deed (Conv),1,0.132,"$3,371.44",58.441521,NORWOOD CSD,65104 - NORWOOD 04,No,No,No,No,No,Yes,30880,0,149120,180000,0,0,0,"$3,371.44"
1029,671-0013-0036-00,1776 E GALBRAITH RD,1202,510,1940,05-13-2011,"$151,400",6,3,2,1,177855,WE - Warranty Deed (EX),4,0.178,"$2,176.72",58.402834,READING CSD,67101 - READING 01,YES(18),Yes,No,No,No,No,29470,0,85280,114750,0,0,0,"$2,176.72"
1030,671-0024-0046-00,115 WEST CREST DR,1137,510,1950,07-08-2011,"$130,000",6,3,2,0,23204,WD - Warranty Deed (Conv),1,0.250,"$3,094.44",58.402834,READING CSD,67104 - READING 04,No,No,No,Yes,No,No,38570,0,129410,167980,0,0,0,"$3,094.44"
1031,671-0024-0079-00,181 EAST CREST DR,1137,510,1951,02-01-2011,"$104,362",6,3,1,1,270415,WD - Warranty Deed (Conv),1,0.229,"$3,319.84",58.402834,READING CSD,67104 - READING 04,No,No,No,No,No,No,41910,0,133090,175000,0,0,0,"$3,319.84"
1032,671-0024-0269-00,1316 THURNRIDGE DR,1026,510,1955,03-28-2011,"$123,500",5,3,1,0,356903,WD - Warranty Deed (Conv),1,0.156,"$3,116.22",58.402834,READING CSD,67104 - READING 04,No,No,No,Yes,No,No,33130,0,136300,169430,0,0,0,"$3,116.22"
1033,671-0024-0325-00,1711 SANBORN DR,1221,510,1955,06-14-2011,"$110,000",6,4,1,0,73611,WD - Warranty Deed (Conv),1,0.144,"$3,360.48",58.402834,READING CSD,67104 - READING 04,No,No,No,No,No,No,32590,0,144540,177130,0,0,0,"$3,360.48"
1034,671-0024-0446-00,2227 POMPANO AVE,1144,510,1960,06-23-2011,"$127,500",5,3,1,0,22507,WD - Warranty Deed (Conv),1,0.155,"$3,371.18",58.402834,READING CSD,67104 - READING 04,No,No,No,Yes,No,No,32060,0,150870,182930,0,0,0,"$3,371.18"
1035,671-0024-0468-00,2263 LEELANAU AVE,1261,510,1955,04-04-2011,"$108,900",6,4,1,0,18879,WD - Warranty Deed (Conv),1,0.138,"$3,291.62",58.402834,READING CSD,67104 - READING 04,No,No,No,Yes,No,No,31920,0,146650,178570,0,0,0,"$3,291.62"
1046,671-0025-0024-00,113 SIEBENTHALER AVE,1156,510,1957,08-29-2011,"$100,000",5,3,1,1,249663,WD - Warranty Deed (Conv),1,0.784,"$4,413.44",58.402834,READING CSD,67105 - READING 05,YES(13),No,No,Yes,No,No,47190,0,192810,240000,0,0,0,"$4,413.44"
1047,671-0027-0058-00,1178 THURNRIDGE DR,1250,510,1954,02-25-2011,"$112,000",5,3,1,0,246295,WD - Warranty Deed (Conv),1,0.213,"$2,666.46",58.402834,READING CSD,67104 - READING 04,No,No,No,Yes,No,No,37570,0,107430,145000,0,0,0,"$2,666.46"
1048,671-0027-0066-00,1194 THURNRIDGE DR,1054,510,1954,05-24-2011,"$131,500",5,3,2,0,21128,LW - Limited Warrant Deed (Conv),1,0.214,"$3,081.00",58.402834,READING CSD,67104 - READING 04,YES(10),No,No,Yes,No,No,37570,0,129960,167530,0,0,0,"$3,081.00"
1049,671-0027-0118-00,1304 THURNRIDGE DR,1167,510,1954,05-26-2011,"$127,500",5,3,2,0,286474,QE - Quit Claim Deed (EX),1,0.186,"$3,206.14",58.402834,READING CSD,67104 - READING 04,No,No,No,Yes,No,No,33950,0,140170,174120,0,0,0,"$3,206.14"
1050,671-0029-0015-00,281 GENOMA DR,1134,510,1957,07-29-2011,"$129,900",5,3,1,0,235342,WD - Warranty Deed (Conv),1,0.203,"$2,934.72",58.402834,READING CSD,67104 - READING 04,No,No,No,Yes,No,No,38740,0,120720,159460,0,0,0,"$2,934.72"
1051,671-0030-0008-00,124 WAXWING DR,1026,510,1958,05-25-2011,"$151,500",6,3,2,0,128003,WD - Warranty Deed (Conv),1,0.252,"$2,942.30",58.402834,READING CSD,67106 - READING 06,No,No,No,Yes,No,No,37630,0,122370,160000,0,0,0,"$2,942.30"
