,parcel_number,address,finsqft,use,year_built,transfer_date,amount,total_rooms,bedrooms,full_baths,half_baths,conveyance_number,deed_type,num_parcels_sold,acreage,annual_tax,effective_tax_rate,school_district,appraisal_area,board_of_revision,rental_registration,homestead,owner_occupancy_credit,foreclosure,special_assessments,market_land_value,cauv_value,market_improvement_value,market_total_value,tif_value,abated_value,exempt_value,taxes_paid,ST_NUM,APT_NUM,ST_NAME,new_address,latitude,longitude,num_amount,year,month,missing_house_number,corrected_address,city
210,620-0190-0798-00,"12000 Maxim Ave, Cincinnati, OH 45249, USA",1383,550,1997,05-19-2016,"$149,000",5,3,2,0,321501.0,WE - Warranty Deed (EX),1,0.0,"$3,897.04",53.799505,SYCAMORE CSD,62036 - VILLAS OF ROYAL POINT CONDO,No,No,No,Yes,No,Yes,40600,0,190320,230920,0,0,0,"$1,951.54",12000,,Maxim Ave,12000 Maxim Ave,39.2900189,-84.3102948,149000,2016,5,12000.0,,Cincinnati
211,620-0190-0802-00,"12001 Maxim Ave, Cincinnati, OH 45249, USA",1383,550,1997,06-02-2016,"$152,000",6,3,2,0,269612.0,FD - Fiduciary Deed (Conv),1,0.0,"$4,134.38",53.799505,SYCAMORE CSD,62036 - VILLAS OF ROYAL POINT CONDO,No,No,No,Yes,No,Yes,40600,0,204400,245000,0,0,0,"$2,070.21",12001,,Maxim Ave,12001 Maxim Ave,39.28999450000001,-84.3097571,152000,2016,6,12001.0,,Cincinnati
212,620-0204-0063-00,"11706 Vauk Valley Ln, Cincinnati, OH 45249, USA",1292,550,1984,04-21-2016,"$167,000",6,2,1,1,240226.0,WD - Warranty Deed (Conv),1,0.0,"$2,865.62",53.799505,SYCAMORE CSD,62012 - SYCAMORE GLEN CONDO,No,No,No,Yes,No,Yes,36000,0,133500,169500,0,0,0,"$1,435.83",11706,,Vaukvalley Ln,11706 Vaukvalley Ln,39.2832671,-84.3182259,167000,2016,4,11706.0,,Cincinnati
213,620-0204-0086-00,"11805 Vauk Valley Ln, Cincinnati, OH 45249, USA",1292,550,1986,06-07-2016,"$165,000",6,2,1,1,280883.0,WD - Warranty Deed (Conv),1,0.0,"$3,497.30",53.799505,SYCAMORE CSD,62012 - SYCAMORE GLEN CONDO,No,No,No,Yes,No,Yes,36000,0,171000,207000,0,0,0,"$1,751.67",11805,,Vaukvalley Ln,11805 Vaukvalley Ln,39.2812674,-84.3200449,165000,2016,6,11805.0,,Cincinnati
214,620-0210-0157-00,"8318 Vicksburg Dr, Cincinnati, OH 45249, USA",1421,510,1971,06-15-2016,"$137,100",6,3,2,1,228228.0,WD - Warranty Deed (Conv),1,0.663,"$4,775.86",53.799505,SYCAMORE CSD,62031 - SYMMES 31,No,No,No,No,No,Yes,60000,0,213080,273080,0,0,0,"$4,775.86",8318,,Vicksburg Dr,8318 Vicksburg Dr,39.2671534,-84.3353678,137100,2016,6,8318.0,,Cincinnati
215,620-0210-0522-00,"11573 Symmes Gate Ln #15, Cincinnati, OH 45249, USA",1485,550,1985,05-03-2016,"$145,000",6,3,2,1,108255.0,WD - Warranty Deed (Conv),1,0.0,"$3,646.20",53.799505,SYCAMORE CSD,62028 - SYMMES GATE CONDO,No,No,No,Yes,No,Yes,30100,0,185920,216020,0,0,0,"$1,826.12",11573,15,Symmes Gate Ln,11573 Symmes Gate Ln 15,39.2778701,-84.3261477,145000,2016,5,11573.0,,Cincinnati
216,621-0024-0031-00,"420 Carrington Ln Apartment 104, Loveland, OH 45140, USA",1450,550,1991,06-17-2016,"$105,000",6,2,2,0,276789.0,WE - Warranty Deed (EX),1,0.0,"$2,676.38",53.942989,SYCAMORE CSD,62104 - CARRINGTON CROSSING CONDO-621,No,No,Yes,Yes,No,No,12000,0,172840,184840,0,0,0,"$1,338.19",420,104,Carrington Ln,420 Carrington Ln 104,39.2872239,-84.2994678,105000,2016,6,420.0,,Loveland
217,621-0024-0124-00,"510 Carrington Ln Apartment 102, Loveland, OH 45140, USA",1428,550,1993,05-12-2016,"$105,000",6,2,2,0,109261.0,WD - Warranty Deed (Conv),1,0.0,"$3,158.98",53.942989,SYCAMORE CSD,62104 - CARRINGTON CROSSING CONDO-621,No,No,No,No,No,No,12000,0,168990,180990,0,0,0,"$1,579.49",510,102,Carrington Ln,510 Carrington Ln 102,39.28635999999999,-84.29987799999999,105000,2016,5,510.0,,Loveland
218,525-0001-0258-00,"7288 Thomas Dr, Cincinnati, OH 45243, USA",1304,510,1951,06-22-2017,"$299,900",6,3,2,0,144161.0,WD - Warranty Deed (Conv),1,0.203,"$8,165.80",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,123770,0,278430,402200,0,0,0,"$4,084.64",7288,,Thomas Dr,7288 Thomas Dr,39.1976939,-84.35683159999999,299900,2017,6,7288.0,,Cincinnati
219,525-0001-0319-00,"7285 Berwood Dr, Cincinnati, OH 45243, USA",1182,510,1953,05-24-2017,"$247,400",5,3,1,1,345897.0,WD - Warranty Deed (Conv),1,0.216,"$6,303.94",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,133630,0,176670,310300,0,0,0,"$6,303.94",7285,,Berwood Dr,7285 Berwood Dr,39.1975061,-84.3586206,247400,2017,5,7285.0,,Cincinnati
220,525-0001-0378-00,"7273 Berwood Dr, Cincinnati, OH 45243, USA",1188,510,1954,06-15-2017,"$200,200",6,3,1,0,143516.0,WD - Warranty Deed (Conv),1,0.186,"$5,859.78",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,122500,0,165890,288390,0,0,0,"$2,933.37",7273,,Berwood Dr,7273 Berwood Dr,39.1965454,-84.35873269999999,200200,2017,6,7273.0,,Cincinnati
221,525-0001-0425-00,"7222 Jethve Ln, Cincinnati, OH 45243, USA",1120,510,1954,06-26-2017,"$201,000",6,2,1,0,144393.0,WD - Warranty Deed (Conv),1,0.184,"$4,961.04",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,117760,0,126520,244280,0,0,0,"$2,482.26",7222,,Jethve Ln,7222 Jethve Ln,39.1923869,-84.35999199999999,201000,2017,6,7222.0,,Cincinnati
222,525-0002-0201-00,"7815 Dones Ave, Cincinnati, OH 45243, USA",817,510,1927,05-22-2017,"$200,000",5,2,1,0,141187.0,WD - Warranty Deed (Conv),1,0.327,"$5,499.68",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,168580,0,102250,270830,0,0,0,"$2,751.58",7815,,Dones Ave,7815 Dones Ave,39.186364,-84.360292,200000,2017,5,7815.0,,Cincinnati
223,525-0003-0083-00,"7008 Wallace Ave, Cincinnati, OH 45243, USA",1466,510,1927,04-04-2017,"$275,000",7,3,2,0,136713.0,WD - Warranty Deed (Conv),1,0.161,"$6,423.38",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,112520,0,203670,316190,0,0,0,"$3,215.17",7008,,Wallace Ave,7008 Wallace Ave,39.1882856,-84.3655618,275000,2017,4,7008.0,,Cincinnati
224,525-0003-0131-00,"7024 Fowler Ave, Cincinnati, OH 45243, USA",1100,510,1939,04-26-2017,"$215,000",5,2,1,0,242555.0,WD - Warranty Deed (Conv),1,0.161,"$5,100.78",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,112520,0,138480,251000,0,0,0,"$2,553.87",7024,,Fowler Ave,7024 Fowler Ave,39.1889061,-84.3666707,215000,2017,4,7024.0,,Cincinnati
225,525-0003-0184-00,"7132 Summit Ave, Cincinnati, OH 45243, USA",1154,510,1941,05-31-2017,"$267,000",6,3,1,0,190496.0,WD - Warranty Deed (Conv),1,0.161,"$5,877.54",65.284164,MADEIRA CSD,52501 - MADEIRA 01,YES(19),No,No,No,No,Yes,112520,0,166800,279320,0,0,0,"$2,942.25",7132,,Summit Ave,7132 Summit Ave,39.1904838,-84.3676075,267000,2017,5,7132.0,,Cincinnati
226,525-0003-0185-00,"7136 Summit Ave, Cincinnati, OH 45243, USA",1347,510,1949,05-15-2017,"$280,000",6,3,2,0,246015.0,WD - Warranty Deed (Conv),1,0.161,"$6,754.06",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,112520,0,219480,332000,0,0,0,"$3,380.51",7136,,Summit Ave,7136 Summit Ave,39.190619,-84.36753499999999,280000,2017,5,7136.0,,Cincinnati
227,525-0007-0077-00,"7332 Osceola Dr, Cincinnati, OH 45243, USA",1232,510,1940,06-01-2017,"$190,000",7,3,2,0,142094.0,WD - Warranty Deed (Conv),2,0.166,"$4,806.82",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,113680,0,122830,236510,0,0,0,"$4,806.82",7332,,Osceola Dr,7332 Osceola Dr,39.19699809999999,-84.3533526,190000,2017,6,7332.0,,Cincinnati
228,525-0007-0113-00,"7231 Osceola Dr, Cincinnati, OH 45243, USA",924,510,1948,05-23-2017,"$175,000",5,2,1,0,336046.0,WD - Warranty Deed (Conv),1,0.164,"$5,159.81",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,116000,0,137780,253780,0,0,0,"$2,584.78",7231,,Osceola Dr,7231 Osceola Dr,39.1927726,-84.3543316,175000,2017,5,7231.0,,Cincinnati
229,525-0007-0229-00,"7344 Osceola Dr, Cincinnati, OH 45243, USA",1147,510,1946,05-25-2017,"$155,200",6,4,2,0,155556.0,WD - Warranty Deed (Conv),1,0.162,"$5,782.20",65.284164,MADEIRA CSD,52501 - MADEIRA 01,YES(09),No,No,No,No,Yes,117970,0,156960,274930,0,0,0,"$2,892.84",7344,,Osceola Dr,7344 Osceola Dr,39.1975768,-84.3539788,155200,2017,5,7344.0,,Cincinnati
230,525-0010-0040-00,"7825 Dee St, Cincinnati, OH 45243, USA",1258,510,1952,04-07-2017,"$220,000",7,4,1,1,324912.0,WD - Warranty Deed (Conv),1,0.166,"$6,084.20",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,114840,0,184170,299010,0,0,0,"$3,045.58",7825,,Dee St,7825 Dee St,39.1983889,-84.3584563,220000,2017,4,7825.0,,Cincinnati
231,525-0010-0100-00,"7809 Tances Dr, Cincinnati, OH 45243, USA",1258,510,1952,04-04-2017,"$190,000",6,3,2,0,269447.0,QE - Quit Claim Deed (EX),1,0.161,"$6,018.34",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,113680,0,182460,296140,0,0,0,"$3,010.91",7809,,Tances Dr,7809 Tances Dr,39.2003476,-84.3596864,190000,2017,4,7809.0,,Cincinnati
232,525-0010-0132-00,"7420 Thomas Dr, Cincinnati, OH 45243, USA",1040,510,1953,06-14-2017,"$180,000",5,3,1,0,172803.0,SV - Survivorship Deed (Conv),1,0.156,"$5,993.44",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,No,No,Yes,113560,0,171270,284830,0,0,0,"$3,000.20",7420,,Thomas Dr,7420 Thomas Dr,39.1989027,-84.35636339999999,180000,2017,6,7420.0,,Cincinnati
233,525-0010-0159-00,"7907 Locust Ln, Cincinnati, OH 45243, USA",1258,510,1953,04-28-2017,"$232,000",6,3,1,0,138918.0,WD - Warranty Deed (Conv),1,0.166,"$5,804.12",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,113680,0,172130,285810,0,0,0,"$2,903.80",7907,,Locust Ln,7907 Locust Ln,39.1992131,-84.3576721,232000,2017,4,7907.0,,Cincinnati
234,525-0010-0168-00,"7910 Locust Ln, Cincinnati, OH 45243, USA",1258,510,1953,04-27-2017,"$180,000",5,2,1,0,138764.0,WD - Warranty Deed (Conv),1,0.161,"$5,348.94",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,113680,0,149700,263380,0,0,0,"$2,676.21",7910,,Locust Ln,7910 Locust Ln,39.1996889,-84.35726059999999,180000,2017,4,7910.0,,Cincinnati
235,525-0012-0033-00,"7911 Maple Leaf Dr, Cincinnati, OH 45243, USA",1258,510,1953,06-28-2017,"$215,000",6,3,2,0,144631.0,SV - Survivorship Deed (Conv),1,0.138,"$5,962.86",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,104400,0,188980,293380,0,0,0,"$2,983.17",7911,,Mapleleaf Dr,7911 Mapleleaf Dr,39.2010387,-84.3571284,215000,2017,6,7911.0,,Cincinnati
236,525-0012-0037-00,"7903 Maple Leaf Dr, Cincinnati, OH 45243, USA",1258,510,1953,05-05-2017,"$167,500",8,4,2,0,158082.0,LW - Limited Warrant Deed (Conv),1,0.138,"$7,609.90",65.284164,MADEIRA CSD,52501 - MADEIRA 01,YES(19),No,No,Yes,No,Yes,104400,0,269850,374250,0,0,0,"$3,808.43",7903,,Mapleleaf Dr,7903 Mapleleaf Dr,39.2010823,-84.35787169999999,167500,2017,5,7903.0,,Cincinnati
237,525-0012-0092-00,"7817 Greenbriar Ln, Cincinnati, OH 45243, USA",1258,510,1954,06-30-2017,"$250,000",6,3,2,0,144889.0,WD - Warranty Deed (Conv),1,0.138,"$6,229.12",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,104400,0,202210,306610,0,0,0,"$3,118.04",7817,,Greenbriar Ln,7817 Greenbriar Ln,39.2019048,-84.3588391,250000,2017,6,7817.0,,Cincinnati
238,525-0012-0131-00,"7819 Buckeye Crescent, Cincinnati, OH 45243, USA",1188,510,1955,04-26-2017,"$184,500",5,3,1,1,251773.0,WE - Warranty Deed (EX),1,0.165,"$6,311.70",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,No,No,Yes,114840,0,185140,299980,0,0,0,"$3,159.33",7819,,Buckeye Crescent,7819 Buckeye Crescent,39.2026991,-84.3586103,184500,2017,4,7819.0,,Cincinnati
239,525-0014-0042-00,"6767 Rosecrest Ave, Madeira, OH 45243, USA",866,510,1939,05-10-2017,"$137,000",6,2,1,0,322192.0,WD - Warranty Deed (Conv),1,0.129,"$4,776.10",65.284164,MADEIRA CSD,52506 - MADEIRA 06,No,No,No,Yes,No,Yes,58460,0,176540,235000,0,0,0,"$2,391.53",6767,,Rose Crest Ave,6767 Rose Crest Ave,39.187749,-84.3754178,137000,2017,5,6767.0,,Madeira
240,525-0014-0140-00,"6712 Eleck Pl, Cincinnati, OH 45243, USA",1070,510,1956,06-08-2017,"$240,000",6,3,2,0,142800.0,WD - Warranty Deed (Conv),1,0.28,"$6,126.88",65.284164,MADEIRA CSD,52506 - MADEIRA 06,No,No,No,Yes,No,Yes,103720,0,197240,300960,0,0,0,"$3,066.92",6712,,Eleck Pl,6712 Eleck Pl,39.1866569,-84.376215,240000,2017,6,6712.0,,Cincinnati
241,525-0015-0060-00,"6524 Kenview Dr, Cincinnati, OH 45243, USA",1397,510,1954,05-04-2017,"$300,000",6,3,2,1,139567.0,WD - Warranty Deed (Conv),1,0.479,"$6,615.34",65.284164,MADEIRA CSD,52506 - MADEIRA 06,No,No,No,Yes,No,Yes,117940,0,207690,325630,0,0,0,"$3,311.15",6524,,Kenview Dr,6524 Kenview Dr,39.190097,-84.3786499,300000,2017,5,6524.0,,Cincinnati
242,592-0001-0197-00,"143 Vermont Ave, Cincinnati, OH 45215, USA",1428,510,1953,06-28-2017,"$218,000",6,2,1,0,144610.0,WD - Warranty Deed (Conv),1,0.22,"$5,248.78",61.983774,WYOMING CSD,59201 - WYOMING 01,No,No,No,Yes,No,No,89540,0,184270,273810,0,0,0,"$2,624.39",143,,Vermont Ave,143 Vermont Ave,39.2399345,-84.4778618,218000,2017,6,143.0,,Cincinnati
243,592-0002-0008-00,"36 North Ave, Cincinnati, OH 45215, USA",1144,510,1924,04-06-2017,"$120,000",4,2,2,0,136996.0,WD - Warranty Deed (Conv),1,0.19,"$4,088.08",61.983774,WYOMING CSD,59216 - WYOMING 16,No,No,No,Yes,No,No,45680,0,167110,212790,0,0,0,"$2,044.04",36,,North Ave,36 North Ave,39.241919,-84.46953099999999,120000,2017,4,36.0,,Cincinnati
244,592-0003-0128-00,"345 Fleming Rd, Cincinnati, OH 45215, USA",1449,510,1956,06-14-2017,"$254,000",6,3,1,0,329635.0,WD - Warranty Deed (Conv),1,0.368,"$6,683.02",61.983774,WYOMING CSD,59201 - WYOMING 01,No,No,No,Yes,No,No,115750,0,232910,348660,0,0,0,"$3,341.51",345,,Fleming Rd,345 Fleming Rd,39.2351866,-84.4879866,254000,2017,6,345.0,,Cincinnati
245,592-0004-0232-00,"160 Fleming Rd, Cincinnati, OH 45215, USA",1494,510,1951,05-05-2017,"$248,000",6,3,1,0,195687.0,WD - Warranty Deed (Conv),1,0.484,"$6,060.44",61.983774,WYOMING CSD,59201 - WYOMING 01,No,Yes,No,No,No,No,128180,0,176630,304810,0,0,0,"$3,030.22",160,,Fleming Rd,160 Fleming Rd,39.2353188,-84.4788054,248000,2017,5,160.0,,Cincinnati
246,592-0005-0153-00,"811 Burns Ave, Cincinnati, OH 45215, USA",1105,510,1951,05-09-2017,"$101,845",4,2,1,0,139911.0,WD - Warranty Deed (Conv),1,0.163,"$3,088.74",61.983774,WYOMING CSD,59216 - WYOMING 16,YES(17),No,No,Yes,No,No,38070,0,123080,161150,0,0,0,"$1,544.37",811,,Burns Ave,811 Burns Ave,39.2315047,-84.4683519,101845,2017,5,811.0,,Cincinnati
247,592-0005-0168-00,"1110 Springfield Pike, Wyoming, OH 45215, USA",1482,550,1969,04-26-2017,"$143,500",5,2,2,1,331924.0,WD - Warranty Deed (Conv),1,0.0,"$3,774.44",61.983774,WYOMING CSD,59212 - FLEMING HOUSE CONDO,No,No,No,Yes,No,No,22500,0,174410,196910,0,0,0,"$1,887.22",1110,,Springfield Pk,1110 Springfield Pk,39.2352899,-84.47064619999999,143500,2017,4,1110.0,,Wyoming
248,592-0006-0051-00,"410 Pendery Ave, Cincinnati, OH 45215, USA",1003,510,1925,05-02-2017,"$125,000",5,2,1,0,283693.0,WD - Warranty Deed (Conv),1,0.177,"$2,875.18",61.983774,WYOMING CSD,59218 - WYOMING 18,No,No,No,Yes,No,No,53000,0,97000,150000,0,0,0,"$1,437.59",410,,Pendery Ave,410 Pendery Ave,39.2323517,-84.4663755,125000,2017,5,410.0,,Cincinnati
249,592-0011-0025-00,"215 Charles St, Wyoming, OH 45215",1158,510,1939,06-30-2017,"$150,000",4,2,1,0,291750.0,QE - Quit Claim Deed (EX),1,0.114,"$3,209.24",61.983774,WYOMING CSD,59207 - WYOMING 07,No,No,No,Yes,No,No,73800,0,93630,167430,0,0,0,"$1,604.62",215,,Charles St,215 Charles St,39.2223863,-84.4755983,150000,2017,6,,,Wyoming
250,592-0011-0172-00,"50 Sherry Rd #7, Cincinnati, OH 45215, USA",1472,550,1971,04-21-2017,"$112,000",5,2,2,1,138323.0,WD - Warranty Deed (Conv),1,0.0,"$2,701.30",61.983774,WYOMING CSD,59208 - FOUNTAIN CT CONDO,No,No,No,No,No,No,23500,0,112340,135840,0,0,0,"$1,350.65",50,7,Sherry Rd,50 Sherry Rd 7,39.2212255,-84.47520180000001,112000,2017,4,50.0,,Cincinnati
251,592-0012-0019-00,"365 Beech Ave, Cincinnati, OH 45215, USA",1487,510,1926,06-21-2017,"$235,000",6,2,2,1,143986.0,WD - Warranty Deed (Conv),1,0.109,"$6,101.96",61.983774,WYOMING CSD,59210 - WYOMING 10,YES(14),No,No,Yes,No,No,57260,0,261080,318340,0,0,0,"$3,050.98",365,,Beech Ave,365 Beech Ave,39.2250198,-84.47077139999999,235000,2017,6,365.0,,Cincinnati
252,600-0023-0179-00,"10959 Barrington Ct, Cincinnati, OH 45242, USA",1480,550,1979,04-12-2017,"$108,000",7,3,2,2,219125.0,WE - Warranty Deed (EX),5,0.0,"$3,864.04",49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,Yes,No,No,No,Yes,19300,0,221670,240970,0,0,0,"$1,935.04",10959,,Barrington Ct,10959 Barrington Ct,39.2640617,-84.34330469999999,108000,2017,4,10959.0,,Cincinnati
253,600-0023-0179-00,"10959 Barrington Ct, Cincinnati, OH 45242, USA",1480,550,1979,06-08-2017,"$110,101",7,3,2,2,219125.0,WE - Warranty Deed (EX),5,0.0,"$3,864.04",49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,Yes,No,No,No,Yes,19300,0,221670,240970,0,0,0,"$1,935.04",10959,,Barrington Ct,10959 Barrington Ct,39.2640617,-84.34330469999999,110101,2017,6,10959.0,,Cincinnati
254,600-0030-0168-00,"10869 Ponds Ln, Cincinnati, OH 45242, USA",1458,550,1976,04-13-2017,"$147,000",6,3,2,1,334991.0,WD - Warranty Deed (Conv),1,0.0,"$3,601.52",49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,Yes,No,Yes,No,Yes,19300,0,212960,232260,0,0,0,"$1,803.78",10869,,Ponds Ln,10869 Ponds Ln,39.2624299,-84.3419023,147000,2017,4,10869.0,,Cincinnati
255,600-0030-0267-00,"10825 Lakehurst Ct, Cincinnati, OH 45242, USA",1460,550,1978,06-21-2017,"$139,000",7,3,2,2,143961.0,WD - Warranty Deed (Conv),1,0.0,"$3,673.14",49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,No,Yes,19300,0,217600,236900,0,0,0,"$1,839.59",10825,,Lakehurst Ct,10825 Lakehurst Ct,39.2616,-84.34430499999999,139000,2017,6,10825.0,,Cincinnati
256,600-0030-0340-00,"10889 Lake Thames Dr, Cincinnati, OH 45242, USA",1460,550,1979,04-26-2017,"$150,600",6,3,2,2,138727.0,WD - Warranty Deed (Conv),1,0.0,"$3,674.12",49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,YES(94),No,No,Yes,No,Yes,19300,0,217670,236970,0,0,0,"$1,840.08",10889,,Lake Thames Dr,10889 Lake Thames Dr,39.262848,-84.3464341,150600,2017,4,10889.0,,Cincinnati
257,600-0030-0392-00,"10913 Barrington Ct, Cincinnati, OH 45242, USA",1480,550,1980,05-22-2017,"$142,000",7,4,2,1,141157.0,FD - Fiduciary Deed (Conv),1,0.0,"$3,725.88",49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,No,Yes,19300,0,221000,240300,0,0,0,"$1,865.96",10913,,Barrington Ct,10913 Barrington Ct,39.2631456,-84.3447796,142000,2017,5,10913.0,,Cincinnati
258,603-0001-0161-00,"9741 Bunker Hill Ln, Montgomery, OH 45242, USA",1080,550,1970,05-09-2017,"$117,900",5,2,2,1,139920.0,WD - Warranty Deed (Conv),1,0.0,"$2,982.95",55.899522,SYCAMORE CSD,60322 - TOLLGATE CONDO,No,No,No,Yes,No,Yes,15000,0,154540,169540,0,0,0,"$1,492.39",9741,,Bunker Hill Ln,9741 Bunker Hill Ln,39.232794,-84.3542665,117900,2017,5,9741.0,,Montgomery
259,603-0018-0182-00,"10555 Montgomery Rd APT 4, Montgomery, OH 45242, USA",990,550,1989,06-02-2017,"$101,000",4,2,2,0,142232.0,WD - Warranty Deed (Conv),1,0.0,"$2,716.91",55.899522,SYCAMORE CSD,60336 - MAYFAIR OF MONTGOMERY CONDO,No,No,No,Yes,No,Yes,12000,0,142170,154170,0,0,0,"$1,359.37",10555,4,Montgomery Rd,10555 Montgomery Rd 4,39.2538627,-84.34607650000001,101000,2017,6,10555.0,,Montgomery
260,603-0018-0215-00,"10555 Montgomery Rd Apt 37, Montgomery, OH 45242, USA",1460,550,1989,04-04-2017,"$139,000",6,2,2,1,136798.0,WD - Warranty Deed (Conv),1,0.0,"$4,111.81",55.899522,SYCAMORE CSD,60336 - MAYFAIR OF MONTGOMERY CONDO,No,No,No,No,No,Yes,19000,0,207500,226500,0,0,0,"$2,056.82",10555,37,Montgomery Rd,10555 Montgomery Rd 37,39.254444,-84.3437469,139000,2017,4,10555.0,,Montgomery
261,603-0018-0215-00,"10555 Montgomery Rd Apt 37, Montgomery, OH 45242, USA",1460,550,1989,04-04-2017,"$132,000",6,2,2,1,136798.0,WD - Warranty Deed (Conv),1,0.0,"$4,111.81",55.899522,SYCAMORE CSD,60336 - MAYFAIR OF MONTGOMERY CONDO,No,No,No,No,No,Yes,19000,0,207500,226500,0,0,0,"$2,056.82",10555,37,Montgomery Rd,10555 Montgomery Rd 37,39.254444,-84.3437469,132000,2017,4,10555.0,,Montgomery
262,603-0020-0008-00,"8230 Weller Rd, Cincinnati, OH 45242, USA",1430,510,1967,06-21-2017,"$180,900",4,2,2,0,144112.0,WD - Warranty Deed (Conv),1,0.927,"$5,529.34",55.899522,SYCAMORE CSD,60316 - MONTGOMERY 16,No,No,No,Yes,No,Yes,125840,0,188040,313880,0,0,0,"$2,767.89",8230,,Weller Rd,8230 Weller Rd,39.2578727,-84.339148,180900,2017,6,8230.0,,Cincinnati
263,612-0030-0293-00,"6491 Donjoy Dr, Cincinnati, OH 45242, USA",1269,510,1957,04-10-2017,"$255,000",6,3,1,1,137321.0,SV - Survivorship Deed (Conv),2,0.397,"$4,622.87",47.604103,SYCAMORE CSD,61201 - BLUE ASH 01,No,No,No,Yes,No,Yes,61200,0,249340,310540,0,0,0,"$2,314.46",6491,,Donjoy Dr,6491 Donjoy Dr,39.22487539999999,-84.3687652,255000,2017,4,6491.0,,Cincinnati
264,612-0040-0038-00,"4831 Prospect Ave, Cincinnati, OH 45242, USA",1319,510,1948,04-12-2017,"$221,500",5,3,2,0,283493.0,WD - Warranty Deed (Conv),1,0.173,"$4,189.29",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,84000,0,196000,280000,0,0,0,"$2,097.67",4831,,Prospect Ave,4831 Prospect Ave,39.2350201,-84.3751655,221500,2017,4,4831.0,,Cincinnati
265,612-0050-0136-00,"4561 Cooper Rd, Cincinnati, OH 45242, USA",995,510,1948,05-30-2017,"$109,000",5,2,1,0,141892.0,WD - Warranty Deed (Conv),1,0.128,"$2,669.03",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,Yes,No,No,No,Yes,67200,0,106010,173210,0,0,0,"$1,337.54",4561,,Cooper Rd,4561 Cooper Rd,39.2353125,-84.38273679999999,109000,2017,5,4561.0,,Cincinnati
266,612-0050-0411-00,"9490 Blue Ash Rd, Cincinnati, OH 45242, USA",1120,510,1941,04-19-2017,"$134,900",9,3,1,1,138022.0,WD - Warranty Deed (Conv),1,0.298,"$3,148.91",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,116420,0,94960,211380,0,0,0,"$1,577.48",9490,,Blue Ash Rd,9490 Blue Ash Rd,39.2302253,-84.3789901,134900,2017,4,9490.0,,Cincinnati
267,612-0050-0467-00,"9465 Conklin Ave, Cincinnati, OH 45242, USA",884,510,1955,05-15-2017,"$127,000",5,3,1,0,350888.0,WD - Warranty Deed (Conv),1,0.149,"$2,726.25",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,77280,0,105690,182970,0,0,0,"$1,366.15",9465,,Conklin Ave,9465 Conklin Ave,39.2294014,-84.3822742,127000,2017,5,9465.0,,Cincinnati
268,612-0070-0050-00,"4514 Victor Ave, Cincinnati, OH 45242, USA",1184,510,1953,05-04-2017,"$215,000",6,4,1,1,139563.0,WD - Warranty Deed (Conv),1,0.138,"$3,883.85",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,75600,0,184880,260480,0,0,0,"$1,944.95",4514,,Victor Ave,4514 Victor Ave,39.228848,-84.3851354,215000,2017,5,4514.0,,Cincinnati
