,parcel_number,address,finsqft,use,year_built,transfer_date,amount,total_rooms,bedrooms,full_baths,half_baths,conveyance_number,deed_type,num_parcels_sold,acreage,annual_tax,effective_tax_rate,school_district,appraisal_area,board_of_revision,rental_registration,homestead,owner_occupancy_credit,foreclosure,special_assessments,market_land_value,cauv_value,market_improvement_value,market_total_value,tif_value,abated_value,exempt_value,taxes_paid,st_num,apt_num,street,new_address,formatted_address,longitude,latitude,num_amount,year,month,missing_house_number,city
357,527-0030-0111-00,4300 Grove Ave,912,510,1948,06-13-2014,"$168,500",5,2,1,0,174222.0,WD - Warranty Deed (Conv),1,0.124,"$5,458.64",71.219499,MARIEMONT CSD,52703 - MARIEMONT 03,No,No,No,No,No,Yes,120810,0,116590,237400,0,0,0,"$2,731.35",4300,,Grove Ave,4300 Grove Ave,"4300 Grove Ave, Cincinnati, OH 45227, USA",-84.3729437,39.150312,168500,2014,6,4300,
358,527-0040-0119-00,3710 Settle Rd,1360,510,1945,05-06-2014,"$204,500",6,3,2,0,67521.0,WD - Warranty Deed (Conv),1,0.084,"$5,954.39",71.219499,MARIEMONT CSD,52705 - MARIEMONT 05,YES(13),No,No,Yes,No,Yes,116500,0,151230,267730,0,0,0,"$2,981.26",3710,,Settle Rd,3710 Settle Rd,"3710 Settle Rd, Cincinnati, OH 45227, USA",-84.3859289,39.1445049,204500,2014,5,3710,
359,527-0040-0152-00,3856 Belmont St,1391,510,1938,04-08-2014,"$148,000",6,3,1,1,106452.0,WD - Warranty Deed (Conv),1,0.104,"$6,108.56",71.219499,MARIEMONT CSD,52705 - MARIEMONT 05,YES(12),Yes,No,No,No,Yes,123770,0,141910,265680,0,0,0,"$3,056.31",3856,,Belmont St,3856 Belmont St,"3856 Belmont St, Cincinnati, OH 45227, USA",-84.3868732,39.1477921,148000,2014,4,3856,
360,592-0004-0092-00,330 Oliver Rd,1282,510,1950,05-22-2014,"$225,000",5,2,2,0,85736.0,WD - Warranty Deed (Conv),1,0.224,"$6,230.32",61.983774,WYOMING CSD,59201 - WYOMING 01,No,No,No,No,No,No,100940,0,212390,313330,0,0,0,"$3,115.16",330,,Oliver Rd,330 Oliver Rd,"330 Oliver Rd, Cincinnati, OH 45215, USA",-84.47888739999999,39.2324897,225000,2014,5,330,
361,592-0006-0008-00,1070 Oak Ave,988,510,1963,04-30-2014,"$114,500",6,3,1,0,67180.0,WD - Warranty Deed (Conv),1,0.172,"$4,018.02",61.983774,WYOMING CSD,59218 - WYOMING 18,No,No,No,Yes,No,No,53000,0,156550,209550,0,0,0,"$2,009.01",1070,,Oak Ave,1070 Oak Ave,"1070 Oak Ave, Cincinnati, OH 45215, USA",-84.4673646,39.2352722,114500,2014,4,1070,
362,592-0020-0040-00,435 W Galbraith Rd,1080,510,1956,04-22-2014,"$156,250",6,3,2,0,66786.0,EXD - Executors Deed (Conv),2,0.619,"$4,503.36",61.983774,WYOMING CSD,59205 - WYOMING 05,No,No,No,Yes,No,No,82830,0,152100,234930,0,0,0,"$2,251.68",435,,W Galbraith Rd,435 W Galbraith Rd,"435 W Galbraith Rd, Cincinnati, OH 45215, USA",-84.4921201,39.2160173,156250,2014,4,435,
363,600-0023-0221-00,8055 Highfield Ct,1460,550,1980,05-06-2014,"$113,000",7,3,2,1,67500.0,WD - Warranty Deed (Conv),1,0.0,"$3,187.80",49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,No,Yes,19300,0,186230,205530,0,0,0,"$1,596.92",8055,,Highfield Ct,8055 Highfield Ct,"8055 Highfield Ct, Cincinnati, OH 45242, USA",-84.3455182,39.2636854,113000,2014,5,8055,
364,600-0030-0168-00,10869 Ponds Ln,1458,550,1976,04-30-2014,"$120,000",6,3,2,1,334991.0,WD - Warranty Deed (Conv),1,0.0,"$3,601.52",49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,Yes,No,Yes,No,Yes,19300,0,212960,232260,0,0,0,"$1,803.78",10869,,Ponds Ln,10869 Ponds Ln,"10869 Ponds Ln, Cincinnati, OH 45242, USA",-84.3419023,39.2624299,120000,2014,4,10869,
365,600-0030-0186-00,10891 Ponds Ln,1460,550,1976,05-28-2014,"$100,000",6,3,2,1,,WE - Warranty Deed (EX),1,0.0,"$3,196.12",49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,No,Yes,19300,0,186760,206060,0,0,0,"$1,601.08",10891,,Ponds Ln,10891 Ponds Ln,"10891 Ponds Ln, Cincinnati, OH 45242, USA",-84.3423215,39.2630443,100000,2014,5,10891,
366,600-0030-0412-00,8052 Hetz Dr,1254,550,1980,06-09-2014,"$109,000",5,2,1,1,69239.0,SV - Survivorship Deed (Conv),1,0.0,"$3,073.30",49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,No,Yes,19300,0,178830,198130,0,0,0,"$1,539.67",8052,,Hetz Dr,8052 Hetz Dr,"8052 Hetz Dr, Cincinnati, OH 45242, USA",-84.3458861,39.2634984,109000,2014,6,8052,
367,603-0006-0049-00,9705 Delray Dr,1416,510,1952,06-25-2014,"$237,000",5,2,2,0,180543.0,WD - Warranty Deed (Conv),1,0.502,"$4,937.16",55.899522,SYCAMORE CSD,60315 - MONTGOMERY 15,No,No,No,Yes,No,Yes,154080,0,126580,280660,0,0,0,"$2,469.73",9705,,Delray Dr,9705 Delray Dr,"9705 Delray Dr, Cincinnati, OH 45242, USA",-84.36896899999999,39.233036,237000,2014,6,9705,
368,603-0008-0127-00,9885 Knollbrook Te,1436,510,1959,06-13-2014,"$266,000",6,3,1,1,69755.0,WD - Warranty Deed (Conv),1,0.345,"$5,754.31",55.899522,SYCAMORE CSD,60305 - MONTGOMERY 05,No,No,No,Yes,No,Yes,111710,0,215290,327000,0,0,0,"$2,879.45",9885,,Knollbrook Te,9885 Knollbrook Te,"9885 Knollbrook Terrace, Cincinnati, OH 45242, USA",-84.3575116,39.2360265,266000,2014,6,9885,
369,603-0009-0040-00,8160 Hopewell Rd,1385,510,1956,05-27-2014,"$205,000",7,3,2,1,280148.0,WD - Warranty Deed (Conv),1,0.459,"$5,613.63",55.899522,SYCAMORE CSD,60308 - MONTGOMERY 08,No,No,No,Yes,No,Yes,201760,0,117240,319000,0,0,0,"$2,809.11",8160,,Hopewell Rd,8160 Hopewell Rd,"8160 Hopewell Rd, Cincinnati, OH 45242, USA",-84.34338,39.2438789,205000,2014,5,8160,
370,603-0022-0029-00,5305 E Cooper Rd,1392,550,1995,04-24-2014,"$117,000",5,2,2,0,209541.0,WD - Warranty Deed (Conv),1,0.0,"$4,175.61",55.899522,SYCAMORE CSD,60321 - COOPER CREEK CONDO,No,No,No,Yes,No,Yes,25000,0,212380,237380,0,0,0,"$2,088.72",5305,,E Cooper Rd,5305 E Cooper Rd,"5305 Cooper Rd, Blue Ash, OH 45242, USA",-84.37193429999999,39.22809609999999,117000,2014,4,5305,
371,612-0010-0136-00,8876 Brittany Dr,1107,510,1962,04-01-2014,"$122,000",5,2,1,0,207185.0,WD - Warranty Deed (Conv),1,0.193,"$3,768.16",47.604103,SYCAMORE CSD,61223 - BLUE ASH 23,No,No,No,Yes,No,Yes,51060,0,202190,253250,0,0,0,"$1,885.59",8876,,Brittany Dr,8876 Brittany Dr,"8876 Brittany Dr, Cincinnati, OH 45242, USA",-84.3805273,39.2193512,122000,2014,4,8876,
372,612-0020-0021-00,5700 Donjoy Dr,1489,510,1955,04-30-2014,"$151,250",5,2,2,0,67239.0,WD - Warranty Deed (Conv),1,0.554,"$4,761.79",47.604103,SYCAMORE CSD,61201 - BLUE ASH 01,No,No,No,Yes,No,Yes,71140,0,248730,319870,0,0,0,"$2,383.92",5700,,Donjoy Dr,5700 Donjoy Dr,"5700 Donjoy Dr, Cincinnati, OH 45242, USA",-84.372379,39.219505,151250,2014,4,5700,
373,612-0030-0357-00,5000 Doughman Ct,1092,510,1958,04-10-2014,"$155,000",6,3,1,1,66385.0,WD - Warranty Deed (Conv),1,0.234,"$3,659.49",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,105840,0,139900,245740,0,0,0,"$1,832.77",5000,,Doughman Ct,5000 Doughman Ct,"5000 Doughman Ct, Cincinnati, OH 45242, USA",-84.3731593,39.2277182,155000,2014,4,5000,
374,612-0040-0320-00,4850 Myrtle Ave,1342,510,1935,04-25-2014,"$197,000",6,3,3,0,173062.0,WD - Warranty Deed (Conv),1,0.137,"$4,066.95",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,75600,0,197430,273030,0,0,0,"$2,036.50",4850,,Myrtle Ave,4850 Myrtle Ave,"4850 Myrtle Ave, Cincinnati, OH 45242, USA",-84.3746117,39.2321216,197000,2014,4,4850,
375,612-0040-0403-00,9480 Wynnecrest Dr,1064,510,1958,05-06-2014,"$145,000",8,3,2,0,67509.0,WD - Warranty Deed (Conv),1,0.212,"$2,495.14",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,Yes,Yes,No,Yes,94250,0,126350,220600,0,0,0,"$1,249.08",9480,,Wynnecrest Dr,9480 Wynnecrest Dr,"9480 Wynnecrest Dr, Cincinnati, OH 45242, USA",-84.372995,39.2290862,145000,2014,5,9480,
376,612-0040-0416-00,4981 Ridgecrest Dr,1064,510,1958,06-24-2014,"$185,000",6,3,1,1,325547.0,WD - Warranty Deed (Conv),1,0.258,"$4,837.81",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,YES(09),No,No,Yes,No,Yes,84080,0,240920,325000,0,0,0,"$2,421.93",4981,,Ridgecrest Dr,4981 Ridgecrest Dr,"4981 Ridgecrest Dr, Cincinnati, OH 45242, USA",-84.3738984,39.2280776,185000,2014,6,4981,
377,612-0060-0060-00,4564 Ellman Ave,1184,510,1956,05-01-2014,"$147,300",7,3,2,0,259442.0,WD - Warranty Deed (Conv),1,0.148,"$3,719.74",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,76000,0,174000,250000,0,0,0,"$1,861.38",4564,,Ellman Ave,4564 Ellman Ave,"4564 Ellman Ave, Blue Ash, OH 45242, USA",-84.3838351,39.2273021,147300,2014,5,4564,
378,612-0060-0107-00,4534 Leslie Ave,1221,510,1951,05-13-2014,"$128,500",6,3,1,0,67990.0,WD - Warranty Deed (Conv),1,0.176,"$3,026.11",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,84000,0,119060,203060,0,0,0,"$1,516.08",4534,,Leslie Ave,4534 Leslie Ave,"4534 Leslie Ave, Cincinnati, OH 45242, USA",-84.38425029999999,39.2263577,128500,2014,5,4534,
379,612-0060-0364-00,4675 Belleview Ave,1269,510,1940,04-07-2014,"$120,000",6,3,2,0,66146.0,WD - Warranty Deed (Conv),1,0.368,"$3,557.49",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,YES(14),No,No,Yes,No,Yes,104330,0,134260,238590,0,0,0,"$1,781.77",4675,,Belleview Ave,4675 Belleview Ave,"4675 Belleview Ave, Cincinnati, OH 45242, USA",-84.38071459999999,39.22213319999999,120000,2014,4,4675,
380,612-0070-0062-00,9415 Raven Ln,1440,510,1953,05-30-2014,"$150,000",6,4,2,0,221055.0,WD - Warranty Deed (Conv),1,0.144,"$4,185.57",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,77620,0,202990,280610,0,0,0,"$2,095.81",9415,,Raven Ln,9415 Raven Ln,"9415 Raven Ln, Cincinnati, OH 45242, USA",-84.38744799999999,39.2291759,150000,2014,5,9415,
381,612-0070-0325-00,9327 Hunters Creek Dr,1182,550,1983,05-08-2014,"$103,200",5,2,2,1,146372.0,WD - Warranty Deed (Conv),1,0.0,"$2,967.42",47.604103,SYCAMORE CSD,61220 - TWIN LAKES CONDO,No,No,No,Yes,No,Yes,23400,0,175850,199250,0,0,0,"$1,484.92",9327,,Hunters Creek Dr,9327 Hunters Creek Dr,"9327 Hunters Creek Dr, Blue Ash, OH 45242, USA",-84.38977779999999,39.2269711,103200,2014,5,9327,
382,612-0070-0399-00,9328 Hunters Creek Dr,1156,550,1989,05-19-2014,"$125,000",5,2,2,1,217441.0,WD - Warranty Deed (Conv),1,0.0,"$2,765.46",47.604103,SYCAMORE CSD,61220 - TWIN LAKES CONDO,No,No,No,Yes,No,Yes,23400,0,162270,185670,0,0,0,"$1,383.94",9328,,Hunters Creek Dr,9328 Hunters Creek Dr,"9328 Hunters Creek Dr, Blue Ash, OH 45242, USA",-84.3878289,39.2268203,125000,2014,5,9328,
383,612-0090-0227-00,9750 3B Troon Ct,1296,550,1993,04-08-2014,"$290,000",5,2,2,1,66254.0,TR - Trustees Deed (Conv),1,0.0,"$5,280.82",47.604103,SYCAMORE CSD,61242 - TROON VILLAGE TOWNHOME CONDO,No,No,Yes,Yes,No,Yes,45000,0,336580,381580,0,0,0,"$2,641.62",9750,3B,Troon Ct,9750 Troon Ct 3B,"9750 Troon Ct #3b, Sharonville, OH 45241, USA",-84.3969719,39.2371205,290000,2014,4,9750,
384,612-0100-0048-00,9561 Waxwing Dr,1056,510,1954,06-12-2014,"$159,000",6,3,1,0,88768.0,QU - Quit Claim Deed (Conv),1,0.932,"$3,428.43",47.604103,SYCAMORE CSD,61205 - BLUE ASH 05,No,No,No,Yes,No,Yes,73790,0,156390,230180,0,0,0,"$1,717.24",9561,,Waxwing Dr,9561 Waxwing Dr,"9561 Waxwing Dr, Blue Ash, OH 45241, USA",-84.408918,39.2345796,159000,2014,6,9561,
385,612-0121-0099-00,9833 Timbers Dr,1159,555,1982,05-28-2014,"$117,500",5,2,1,1,68695.0,WD - Warranty Deed (Conv),1,0.014,"$2,965.72",47.604103,SYCAMORE CSD,61212 - TIMBERS LANDO,No,No,No,Yes,No,Yes,28000,0,171270,199270,0,0,0,"$1,484.07",9833,,Timbers Dr,9833 Timbers Dr,"9833 Timbers Dr, Cincinnati, OH 45242, USA",-84.39555059999999,39.2388409,117500,2014,5,9833,
386,612-0131-0113-00,5029 Twinbrook Ct,1092,510,1955,04-30-2014,"$195,000",6,3,2,0,280257.0,QE - Quit Claim Deed (EX),1,0.587,"$3,458.15",47.604103,SYCAMORE CSD,61226 - BLUE ASH 26,No,No,No,Yes,No,Yes,71550,0,160670,232220,0,0,0,"$1,732.10",5029,,Twinbrook Ct,5029 Twinbrook Ct,"5029 Twinbrook Ct, Cincinnati, OH 45242, USA",-84.374563,39.24415,195000,2014,4,5029,
387,612-0140-0256-00,5720 Old Pfeiffer Ln,1404,510,1953,04-29-2014,"$157,750",5,2,1,0,67098.0,WD - Warranty Deed (Conv),1,0.496,"$4,164.97",47.604103,SYCAMORE CSD,61209 - BLUE ASH 09,No,No,No,Yes,No,Yes,72000,0,207740,279740,0,0,0,"$2,085.51",5720,,Old Pfeiffer Ln,5720 Old Pfeiffer Ln,"5720 Old Pfeiffer Ln, Blue Ash, OH 45242, USA",-84.3692587,39.25039290000001,157750,2014,4,5720,
388,612-0140-0388-00,5055 Brasher Ave,1144,510,1975,06-12-2014,"$179,000",6,3,2,1,304723.0,WD - Warranty Deed (Conv),1,0.221,"$5,310.49",47.604103,SYCAMORE CSD,61209 - BLUE ASH 09,YES(04),No,No,No,No,Yes,47880,0,297120,345000,0,0,0,"$2,658.27",5055,,Brasher Ave,5055 Brasher Ave,"5055 Brasher Ave, Cincinnati, OH 45242, USA",-84.3730771,39.2568864,179000,2014,6,5055,
389,612-0140-0429-00,5341 Hickory Trail Ln,1387,555,1982,06-26-2014,"$194,000",6,3,3,0,70491.0,WD - Warranty Deed (Conv),1,0.053,"$3,779.04",47.604103,SYCAMORE CSD,61227 - HICKORY RIDGE LANDO,No,No,No,Yes,No,Yes,40500,0,213500,254000,0,0,0,"$3,779.04",5341,,Hickory Trail Ln,5341 Hickory Trail Ln,"5341 Hickory Trail Ln, Blue Ash, OH 45242, USA",-84.3720148,39.2512152,194000,2014,6,5341,
390,612-0180-0123-00,10755 Fallsington Ct,1249,555,1984,06-20-2014,"$140,900",6,3,1,2,276830.0,SE - Survivorship Deed (EX),2,0.026,"$3,360.64",47.604103,SYCAMORE CSD,61236 - SYCAMORE VILLAGE LANDO,No,No,No,Yes,No,Yes,30000,0,195890,225890,0,0,0,"$1,681.53",10755,,Fallsington Ct,10755 Fallsington Ct,"10755 Fallsington Ct, Cincinnati, OH 45242, USA",-84.360726,39.257028,140900,2014,6,10755,
391,612-0190-0571-00,11136 Centennial Ave,1383,510,1936,06-05-2014,"$142,500",7,4,2,1,313569.0,WD - Warranty Deed (Conv),1,0.151,"$4,094.45",47.604103,SYCAMORE CSD,61210 - BLUE ASH 10,No,No,No,Yes,No,Yes,41180,0,233820,275000,0,0,0,"$2,050.25",11136,,Centennial Ave,11136 Centennial Ave,"11136 Centennial Ave, Cincinnati, OH 45242, USA",-84.36777959999999,39.267511,142500,2014,6,11136,
392,620-0070-0068-00,9830 Union Cemetery Rd,1225,510,1954,05-08-2014,"$150,000",6,2,1,0,142205.0,WD - Warranty Deed (Conv),1,0.681,"$4,961.23",60.666397,LOVELAND CSD,62008 - SYMMES 08,No,No,No,Yes,No,Yes,84320,0,127680,212000,0,0,0,"$2,488.18",9830,,Union Cemetery Rd,9830 Union Cemetery Rd,"9830 Union Cemetery Rd, Loveland, OH 45140, USA",-84.2873801,39.2816078,150000,2014,5,9830,
393,620-0070-0193-00,11686 Woodwind Dr,1215,510,1957,06-30-2014,"$163,000",6,3,1,1,,QE - Quit Claim Deed (EX),1,0.46,"$4,705.30",60.666397,LOVELAND CSD,62007 - SYMMES 07,No,No,No,Yes,No,Yes,38400,0,209930,248330,0,0,0,"$2,356.43",11686,,Woodwind Dr,11686 Woodwind Dr,"11686 Woodwind Dr, Loveland, OH 45140, USA",-84.2918366,39.2786166,163000,2014,6,11686,
394,620-0190-0412-00,9124 Dominion Cr,1376,550,1984,06-02-2014,"$102,335",5,2,2,2,307879.0,WE - Warranty Deed (EX),1,0.0,"$3,777.74",53.799505,SYCAMORE CSD,62013 - SYCAMORE STATION CONDO,No,No,No,No,No,Yes,24700,0,191920,216620,0,0,0,"$3,777.74",9124,,Dominion Cr,9124 Dominion Cr,"9124 Dominion Cir, Cincinnati, OH 45249, USA",-84.30745739999999,39.2885247,102335,2014,6,9124,
395,620-0190-0416-00,9132 Dominion Cr,1232,550,1984,04-25-2014,"$118,000",6,2,2,1,337205.0,WD - Warranty Deed (Conv),1,0.0,"$3,276.92",53.799505,SYCAMORE CSD,62013 - SYCAMORE STATION CONDO,No,No,No,Yes,No,Yes,24700,0,169410,194110,0,0,0,"$1,641.48",9132,,Dominion Cr,9132 Dominion Cr,"9132 Dominion Cir, Cincinnati, OH 45249, USA",-84.3083381,39.2886798,118000,2014,4,9132,
396,620-0190-0816-00,12012 Maxim Ave,1445,550,1997,06-23-2014,"$112,000",5,3,2,0,70279.0,WD - Warranty Deed (Conv),1,0.0,"$4,198.60",53.799505,SYCAMORE CSD,62036 - VILLAS OF ROYAL POINT CONDO,No,No,No,No,No,Yes,40600,0,200210,240810,0,0,0,"$2,102.32",12012,,Maxim Ave,12012 Maxim Ave,"12012 Maxim Ave, Cincinnati, OH 45249, USA",-84.3107024,39.2900374,112000,2014,6,12012,
397,620-0190-0849-00,12034 Maxim Ave,1383,550,1999,06-20-2014,"$132,500",5,3,2,0,297762.0,WD - Warranty Deed (Conv),1,0.0,"$4,050.10",53.799505,SYCAMORE CSD,62036 - VILLAS OF ROYAL POINT CONDO,No,No,No,Yes,No,Yes,40600,0,199400,240000,0,0,0,"$2,028.07",12034,,Maxim Ave,12034 Maxim Ave,"12034 Maxim Ave, Cincinnati, OH 45249, USA",-84.30939289999999,39.2901333,132500,2014,6,12034,
398,620-0204-0063-00,11706 Vaukvalley Ln,1292,550,1984,06-21-2014,"$105,000",6,2,1,1,240226.0,WD - Warranty Deed (Conv),1,0.0,"$2,865.62",53.799505,SYCAMORE CSD,62012 - SYCAMORE GLEN CONDO,No,No,No,Yes,No,Yes,36000,0,133500,169500,0,0,0,"$1,435.83",11706,,Vaukvalley Ln,11706 Vaukvalley Ln,"11706 Vauk Valley Ln, Cincinnati, OH 45249, USA",-84.3182259,39.2832671,105000,2014,6,11706,
399,620-0210-0530-00,11521 Symmes Gate Ln,1333,550,1985,04-10-2014,"$132,000",6,2,3,1,118428.0,WD - Warranty Deed (Conv),1,0.0,"$3,342.38",53.799505,SYCAMORE CSD,62028 - SYMMES GATE CONDO,No,No,No,Yes,No,Yes,30100,0,167880,197980,0,0,0,"$1,674.21",11521,,Symmes Gate Ln,11521 Symmes Gate Ln,"11521 Symmes Gate Ln, Cincinnati, OH 45249, USA",-84.3264612,39.2774225,132000,2014,4,11521,
400,620-0210-0549-00,11532 Symmes Gate Ln,1333,550,1986,04-29-2014,"$134,750",6,2,2,2,67130.0,WD - Warranty Deed (Conv),1,0.0,"$3,041.88",53.799505,SYCAMORE CSD,62028 - SYMMES GATE CONDO,YES(24),No,Yes,Yes,No,Yes,30100,0,176560,206660,0,0,0,"$1,523.96",11532,,Symmes Gate Ln,11532 Symmes Gate Ln,"11532 Symmes Gate Ln, Cincinnati, OH 45249, USA",-84.32608069999999,39.2772161,134750,2014,4,11532,
401,621-0006-0028-00,203 Cherokee Dr,1185,510,1955,05-20-2014,"$102,000",6,3,1,0,229020.0,WD - Warranty Deed (Conv),1,0.204,"$3,364.72",60.879881,LOVELAND CSD,62109 - LOVELAND 09,No,No,No,Yes,No,No,52660,0,124660,177320,0,0,0,"$1,682.36",203,,Cherokee Dr,203 Cherokee Dr,"203 Cherokee Dr, Loveland, OH 45140, USA",-84.27262999999999,39.2693443,102000,2014,5,203,
402,621-0006-0243-00,1213 W Loveland Ave,1310,510,1933,06-12-2014,"$124,000",7,3,1,0,276711.0,WD - Warranty Deed (Conv),2,0.904,"$4,615.52",60.879881,LOVELAND CSD,62109 - LOVELAND 09,No,No,No,Yes,No,No,111720,0,131520,243240,0,0,0,"$2,307.76",1213,,W Loveland Ave,1213 W Loveland Ave,"1213 W Loveland Ave, Loveland, OH 45140, USA",-84.2757972,39.2705918,124000,2014,6,1213,
403,621-0008-0163-00,761 Marbea Dr,936,510,1963,05-07-2014,"$105,000",5,3,1,0,278512.0,WD - Warranty Deed (Conv),1,0.165,"$3,339.82",60.879881,LOVELAND CSD,62109 - LOVELAND 09,No,No,No,Yes,No,No,57770,0,118230,176000,0,0,0,"$1,669.91",761,,Marbea Dr,761 Marbea Dr,"761 Marbea Dr, Loveland, OH 45140, USA",-84.2792111,39.261822,105000,2014,5,761,
404,621-0008-0238-00,101 Whispering Knolls Ct,1318,550,1999,06-19-2014,"$167,000",4,2,2,0,246501.0,WD - Warranty Deed (Conv),1,0.0,"$4,516.34",60.879881,LOVELAND CSD,62113 - KNOLLS OF LOVELAND CONDO,No,No,No,Yes,No,No,43400,0,194600,238000,0,0,0,"$2,258.17",101,,Whispering Knolls Ct,101 Whispering Knolls Ct,"101 Whispering Knolls Ct, Loveland, OH 45140, USA",-84.27674309999999,39.2588715,167000,2014,6,101,
405,621-0012-0060-00,1706 Wittenberg Dr,1080,510,1961,04-21-2014,"$125,000",5,3,1,1,220291.0,WD - Warranty Deed (Conv),1,0.24,"$3,764.36",60.879881,LOVELAND CSD,62103 - LOVELAND 03,No,No,No,Yes,No,No,54520,0,143860,198380,0,0,0,"$1,882.18",1706,,Wittenberg Dr,1706 Wittenberg Dr,"1706 Wittenberg Dr, Loveland, OH 45140, USA",-84.2885057,39.2715389,125000,2014,4,1706,
406,621-0012-0179-00,1854 Heidelberg Dr,1195,510,1966,05-01-2014,"$126,500",5,3,1,0,306348.0,WD - Warranty Deed (Conv),1,0.256,"$4,838.88",60.879881,LOVELAND CSD,62103 - LOVELAND 03,No,No,No,Yes,No,No,58280,0,196720,255000,0,0,0,"$2,419.44",1854,,Heidelberg Dr,1854 Heidelberg Dr,"1854 Heidelberg Dr, Loveland, OH 45140, USA",-84.29216559999999,39.2759236,126500,2014,5,1854,
407,621-0013-0072-00,155 Brushwood Dr,1276,510,1975,04-22-2014,"$174,500",6,3,2,0,228356.0,QE - Quit Claim Deed (EX),1,0.278,"$5,462.42",60.879881,LOVELAND CSD,62103 - LOVELAND 03,No,No,No,Yes,No,No,56400,0,231460,287860,0,0,0,"$2,731.21",155,,Brushwood Dr,155 Brushwood Dr,"155 Brushwood Dr, Loveland, OH 45140, USA",-84.2962364,39.2700977,174500,2014,4,155,
408,621-0014-0020-00,2082 Stratford Ct,1220,550,1984,05-14-2014,"$102,000",5,2,2,1,68067.0,WD - Warranty Deed (Conv),1,0.0,"$3,619.16",60.879881,LOVELAND CSD,62105 - HIDDEN CREEK CONDO,No,No,No,Yes,No,No,20000,0,170670,190670,0,0,0,"$1,809.58",2082,,Stratford Ct,2082 Stratford Ct,"2082 Stratford Ct, Loveland, OH 45140, USA",-84.30286439999999,39.275359,102000,2014,5,2082,
409,621-0014-0085-00,4034 White Chapel Ln,1315,550,1990,04-18-2014,"$100,000",6,3,1,1,234942.0,QE - Quit Claim Deed (EX),1,0.0,"$3,538.94",60.879881,LOVELAND CSD,62105 - HIDDEN CREEK CONDO,No,No,No,Yes,No,No,20000,0,166260,186260,0,0,0,"$1,769.47",4034,,White Chapel Ln,4034 White Chapel Ln,"4034 White Chapel Ln, Loveland, OH 45140, USA",-84.3031048,39.2734148,100000,2014,4,4034,
410,621-0014-0179-00,5032 Bristol Ct,926,550,1994,04-08-2014,"$125,000",4,1,2,1,66237.0,WD - Warranty Deed (Conv),1,0.0,"$3,989.88",60.879881,LOVELAND CSD,62105 - HIDDEN CREEK CONDO,No,No,No,Yes,No,No,20000,0,190260,210260,0,0,0,"$1,994.94",5032,,Bristol Ct,5032 Bristol Ct,"5032 Bristol Ct, Loveland, OH 45140, USA",-84.3033494,39.272872,125000,2014,4,5032,
411,621-0015-0034-00,2058 Stratford Ct,969,550,1982,05-05-2014,"$130,000",5,2,2,1,143396.0,TE - Trustees Deed (EX),1,0.0,"$3,500.36",60.879881,LOVELAND CSD,62105 - HIDDEN CREEK CONDO,No,Yes,No,No,No,No,20000,0,158270,178270,0,0,0,"$3,500.36",2058,,Stratford Ct,2058 Stratford Ct,"2058 Stratford Ct, Loveland, OH 45140, USA",-84.3037962,39.275499,130000,2014,5,2058,
412,621-0015-0037-00,2064 Stratford Ct,1082,550,1982,06-04-2014,"$109,000",5,2,1,1,69064.0,WD - Warranty Deed (Conv),1,0.0,"$3,376.24",60.879881,LOVELAND CSD,62105 - HIDDEN CREEK CONDO,No,No,No,Yes,No,No,20000,0,157850,177850,0,0,0,"$1,688.12",2064,,Stratford Ct,2064 Stratford Ct,"2064 Stratford Ct, Loveland, OH 45140, USA",-84.3037301,39.2755236,109000,2014,6,2064,
413,521-0002-0084-00,411 Cornell Ave,1197,510,1948,04-01-2015,"$243,500",5,3,2,0,155082.0,WD - Warranty Deed (Conv),1,0.226,"$6,511.98",75.21388,MARIEMONT CSD,52102 - TERRACE PARK 02,No,No,No,Yes,No,Yes,91160,0,183740,274900,0,0,0,"$3,257.14",411,,Cornell Ave,411 Cornell Ave,"411 Cornell Ave, Terrace Park, OH 45174, USA",-84.3137912,39.161593,243500,2015,4,411,
414,523-0005-0132-00,3927 Germania Ave,1450,510,1905,05-19-2015,"$163,000",7,3,2,0,295164.0,WD - Warranty Deed (Conv),1,0.122,"$7,162.01",76.13317,MARIEMONT CSD,52301 - FAIRFAX 01,No,No,No,Yes,No,Yes,59780,0,241220,301000,0,0,0,"$3,585.07",3927,,Germania Ave,3927 Germania Ave,"3927 Germania St, Cincinnati, OH 45227, USA",-84.39451919999999,39.1465085,163000,2015,5,3927,
