,parcel_number,address,finsqft,use,year_built,transfer_date,amount,total_rooms,bedrooms,full_baths,half_baths,conveyance_number,deed_type,num_parcels_sold,acreage,annual_tax,effective_tax_rate,school_district,appraisal_area,board_of_revision,rental_registration,homestead,owner_occupancy_credit,special_assessments,market_land_value,market_improvement_value,market_total_value,abated_value,taxes_paid,st_num,apt_num,street,formatted_address,longitude,latitude,year,month,city,geometry,market_land_value_num,age_of_house
245,620-0180-0087-00,9339 Mckinney Rd,1223,510,1970,2012-06-08,113750,5,3,1,1,154633.0,WD - Warranty Deed (Conv),2,0.564,4162.16,60.666397,LOVELAND CSD,62020 - SYMMES 20,No,Yes,No,No,Yes,63040,148530,211570,0,2091.67,9339,,Mckinney Rd,"9339 McKinney Rd, Loveland, OH 45140, USA",-84.3072961,39.2676459,2012,6,Loveland,,63040.0,54
246,620-0190-0458-00,9150 Dominion Cr,1216,550,1985,2012-06-11,124000,6,3,2,2,308807.0,QE - Quit Claim Deed (EX),1,0.0,3452.18,53.799505,SYCAMORE CSD,62013 - SYCAMORE STATION CONDO,No,No,No,Yes,Yes,24700,179800,204500,0,1729.11,9150,,Dominion Cr,"9150 Dominion Cir, Cincinnati, OH 45249, USA",-84.3076081,39.2886959,2012,6,Cincinnati,,24700.0,39
247,620-0190-0569-00,9162 2 Symmes Landing Dr,1316,550,1988,2012-04-19,139000,7,3,2,1,142396.0,WD - Warranty Deed (Conv),1,0.0,4936.46,53.799505,SYCAMORE CSD,62010 - SYMMES LANDING CONDO,No,No,No,Yes,Yes,44100,248490,292590,0,2471.25,9162,2,Symmes Landing Dr,"9162 Symmes Landing Dr #2, Loveland, OH 45140, USA",-84.3081048,39.2852154,2012,4,Loveland,,44100.0,36
248,620-0190-0828-00,12026 7D Maxim Ave,1383,550,1997,2012-05-09,140000,5,3,2,0,,QE - Quit Claim Deed (EX),1,0.0,3897.04,53.799505,SYCAMORE CSD,62036 - VILLAS OF ROYAL POINT CONDO,No,No,No,Yes,Yes,40600,190320,230920,0,3897.04,12026,7D,Maxim Ave,"12026 Maxim Ave #7d, Cincinnati, OH 45249, USA",-84.3111958,39.2900598,2012,5,Cincinnati,,40600.0,27
249,620-0190-0850-00,12036 Maxim Ave,1383,550,1999,2012-05-24,130000,5,3,2,0,35111.0,FD - Fiduciary Deed (Conv),1,0.0,3429.42,53.799505,SYCAMORE CSD,62036 - VILLAS OF ROYAL POINT CONDO,No,No,Yes,Yes,Yes,40600,189080,229680,0,1717.73,12036,,Maxim Ave,"12036 Maxim Ave, Cincinnati, OH 45249, USA",-84.3093923,39.2901423,2012,5,Cincinnati,,40600.0,25
250,621-0008-0057-00,20 Highridge Dr,957,510,1959,2012-04-10,113500,5,3,2,0,271470.0,WD - Warranty Deed (Conv),1,0.179,4150.6,60.879881,LOVELAND CSD,62109 - LOVELAND 09,No,No,No,Yes,No,52100,166400,218500,0,2075.3,20,,Highridge Dr,"20 Highridge Dr, Loveland, OH 45140, USA",-84.277273,39.260272,2012,4,Loveland,,52100.0,65
251,621-0008-0238-00,101 Whispering Knolls Ct,1318,550,1999,2012-05-17,110300,4,2,2,0,246501.0,WD - Warranty Deed (Conv),1,0.0,4516.34,60.879881,LOVELAND CSD,62113 - KNOLLS OF LOVELAND CONDO,No,No,No,Yes,No,43400,194600,238000,0,2258.17,101,,Whispering Knolls Ct,"101 Whispering Knolls Ct, Loveland, OH 45140, USA",-84.27674309999999,39.2588715,2012,5,Loveland,,43400.0,25
252,621-0008-0238-00,101 Whispering Knolls Ct,1318,550,1999,2012-06-20,143500,4,2,2,0,246501.0,WD - Warranty Deed (Conv),1,0.0,4516.34,60.879881,LOVELAND CSD,62113 - KNOLLS OF LOVELAND CONDO,No,No,No,Yes,No,43400,194600,238000,0,2258.17,101,,Whispering Knolls Ct,"101 Whispering Knolls Ct, Loveland, OH 45140, USA",-84.27674309999999,39.2588715,2012,6,Loveland,,43400.0,25
253,621-0009-0044-00,1043 Marbea Dr,1069,510,1962,2012-06-14,106000,6,3,1,0,337094.0,WD - Warranty Deed (Conv),1,0.242,3414.06,60.879881,LOVELAND CSD,62109 - LOVELAND 09,No,No,No,Yes,No,54500,125400,179900,0,1707.03,1043,,Marbea Dr,"1043 Marbea Dr, Loveland, OH 45140, USA",-84.279499,39.2577916,2012,6,Loveland,,54500.0,62
254,621-0011-0059-00,1512 W Loveland Ave,1461,510,1972,2012-04-13,171500,6,3,2,0,33482.0,WD - Warranty Deed (Conv),1,0.809,5145.24,60.879881,LOVELAND CSD,62103 - LOVELAND 03,No,No,No,Yes,No,74800,196340,271140,0,2572.62,1512,,W Loveland Ave,"1512 W Loveland Ave, Loveland, OH 45140, USA",-84.280137,39.271966,2012,4,Loveland,,74800.0,52
255,621-0012-0265-00,1955 Rollins Dr,1026,510,1969,2012-04-26,112000,6,3,1,1,352863.0,WD - Warranty Deed (Conv),1,0.251,4500.08,60.879881,LOVELAND CSD,62103 - LOVELAND 03,No,No,No,Yes,No,52780,184380,237160,0,2250.04,1955,,Rollins Dr,"1955 Rollins Dr, Loveland, OH 45140, USA",-84.296442,39.2745964,2012,4,Loveland,,52780.0,55
256,621-0014-0177-00,5028 240 Bristol Ct,859,550,1994,2012-04-09,115000,4,1,2,1,275198.0,WD - Warranty Deed (Conv),1,0.0,3890.12,60.879881,LOVELAND CSD,62105 - HIDDEN CREEK CONDO,No,No,No,Yes,No,20000,185000,205000,0,1945.06,5028,240,Bristol Ct,"5028 Bristol Ct, Loveland, OH 45140, USA",-84.303547,39.2729156,2012,4,Loveland,,20000.0,30
257,621-0015-0110-00,5037 Bristol Ct,836,550,1990,2012-06-26,135000,4,1,2,0,124455.0,WD - Warranty Deed (Conv),1,0.0,3612.5,60.879881,LOVELAND CSD,62105 - HIDDEN CREEK CONDO,YES(11),No,No,Yes,No,20000,170380,190380,0,1806.25,5037,,Bristol Ct,"5037 Bristol Ct, Loveland, OH 45140, USA",-84.3044498,39.2723719,2012,6,Loveland,,20000.0,34
258,521-0001-0051-00,418 Washington Ave,1257,510,1950,2013-06-27,264000,6,3,2,0,213283.0,WD - Warranty Deed (Conv),1,0.477,7349.81,75.21388,MARIEMONT CSD,52101 - TERRACE PARK 01,No,No,No,Yes,Yes,101300,208890,310190,0,3677.2,418,,Washington Ave,"418 Washington Ave, Terrace Park, OH 45174, USA",-84.30824,39.16532,2013,6,Terrace Park,,101300.0,74
259,521-0001-0137-00,13 Sycamore Ave,1286,510,1895,2013-05-24,150000,6,3,1,0,90086.0,WD - Warranty Deed (Conv),2,0.208,5462.47,75.21388,MARIEMONT CSD,52103 - TERRACE PARK 03,No,No,No,Yes,Yes,98550,131220,229770,0,2733.53,13,,Sycamore Ave,"13 Sycamore Ave, Terrace Park, OH 45174, USA",-84.300163,39.16775320000001,2013,5,Terrace Park,,98550.0,129
260,521-0003-0108-00,307 Terrace Pl,1016,510,1941,2013-06-24,250000,5,2,2,0,52925.0,WD - Warranty Deed (Conv),1,0.517,8179.64,75.21388,MARIEMONT CSD,52103 - TERRACE PARK 03,YES(98),No,No,No,Yes,202360,131390,333750,0,8179.64,307,,Terrace Pl,"307 Terrace Pl, Terrace Park, OH 45174, USA",-84.3059806,39.1641286,2013,6,Terrace Park,,202360.0,83
261,521-0004-0029-00,107 Wrenwood Ln,1420,510,1956,2013-05-20,154000,5,3,1,0,153820.0,QE - Quit Claim Deed (EX),1,0.322,6838.76,75.21388,MARIEMONT CSD,52101 - TERRACE PARK 01,No,No,No,Yes,Yes,104900,183810,288710,0,3420.53,107,,Wrenwood Ln,"107 Wrenwood Ln, Terrace Park, OH 45174, USA",-84.31625749999999,39.1595257,2013,5,Terrace Park,,104900.0,68
262,523-0005-0080-00,3711 Germania Ave,992,510,1925,2013-06-13,123000,7,2,2,0,195196.0,WD - Warranty Deed (Conv),1,0.121,4868.17,76.13317,MARIEMONT CSD,52301 - FAIRFAX 01,No,No,No,No,Yes,59000,132610,191610,0,2513.15,3711,,Germania Ave,"3711 Germania St, Cincinnati, OH 45227, USA",-84.3914301,39.1427027,2013,6,Cincinnati,,59000.0,99
263,523-0005-0105-00,5807 Elder St,1279,510,1930,2013-05-28,106500,6,3,1,0,51210.0,WD - Warranty Deed (Conv),2,0.134,4390.32,76.13317,MARIEMONT CSD,52301 - FAIRFAX 01,No,No,No,Yes,Yes,64550,119700,184250,0,2197.19,5807,,Elder St,"5807 Elder St, Cincinnati, OH 45227, USA",-84.39401629999999,39.1448128,2013,5,Cincinnati,,64550.0,94
264,523-0006-0408-00,3816 Camden Ave,1030,510,1935,2013-06-12,120000,6,3,2,0,337712.0,WD - Warranty Deed (Conv),1,0.113,4211.77,76.13317,MARIEMONT CSD,52301 - FAIRFAX 01,No,No,No,No,Yes,57530,113470,171000,0,2109.95,3816,,Camden Ave,"3816 Camden Ave, Cincinnati, OH 45227, USA",-84.3875711,39.1462048,2013,6,Cincinnati,,57530.0,89
265,525-0001-0065-00,7505 Juler Ave,1476,510,1964,2013-06-14,255000,8,4,2,1,52379.0,SV - Survivorship Deed (Conv),1,0.199,6766.1,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,Yes,114840,218410,333250,0,3384.79,7505,,Juler Ave,"7505 Juler Ave, Madeira, OH 45243, USA",-84.3611157,39.1973034,2013,6,Madeira,,114840.0,60
266,525-0001-0345-00,7255 Jethve Ln,999,510,1953,2013-06-11,186500,7,3,1,0,121538.0,WD - Warranty Deed (Conv),1,0.186,6010.54,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,Yes,122500,173320,295820,0,3008.75,7255,,Jethve Ln,"7255 Jethve Ln, Cincinnati, OH 45243, USA",-84.3599966,39.1951231,2013,6,Cincinnati,,122500.0,71
267,525-0001-0392-00,7266 Berwood Dr,1008,510,1954,2013-04-24,130500,5,2,1,0,49392.0,WD - Warranty Deed (Conv),1,0.212,5456.22,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,Yes,128880,139800,268680,0,2729.85,7266,,Berwood Dr,"7266 Berwood Dr, Cincinnati, OH 45243, USA",-84.35818479999999,39.1958488,2013,4,Cincinnati,,128880.0,70
268,525-0007-0034-00,8110 Camargo Rd,1475,510,1926,2013-06-20,107000,9,4,2,1,89599.0,WD - Warranty Deed (Conv),1,0.254,6247.7,65.284164,MADEIRA CSD,52501 - MADEIRA 01,YES(14),No,No,Yes,Yes,129920,177780,307700,0,3125.59,8110,,Camargo Rd,"8110 Camargo Rd, Cincinnati, OH 45243, USA",-84.353623,39.191528,2013,6,Cincinnati,,129920.0,98
269,525-0007-0036-00,7206 Osceola Dr,1000,510,1947,2013-06-05,120000,5,3,1,0,257393.0,QE - Quit Claim Deed (EX),1,0.165,6059.02,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,Yes,No,No,Yes,111360,176750,288110,0,6059.02,7206,,Osceola Dr,"7206 Osceola Dr, Cincinnati, OH 45243, USA",-84.35406119999999,39.1913738,2013,6,Cincinnati,,111360.0,77
270,525-0007-0057-00,7254 Osceola Dr,1184,510,1948,2013-06-24,144000,6,3,1,0,52932.0,SV - Survivorship Deed (Conv),1,0.159,5086.66,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,No,Yes,113680,127990,241670,0,2546.81,7254,,Osceola Dr,"7254 Osceola Dr, Cincinnati, OH 45243, USA",-84.3534142,39.1942478,2013,6,Cincinnati,,113680.0,76
271,525-0007-0304-00,7263 Longfield Dr,1293,510,1958,2013-05-29,180000,5,3,1,1,233742.0,WD - Warranty Deed (Conv),1,0.221,6494.12,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,Yes,114840,204840,319680,0,3250.54,7263,,Longfield Dr,"7263 Longfield Dr, Cincinnati, OH 45243, USA",-84.3526851,39.1968845,2013,5,Cincinnati,,114840.0,66
272,525-0007-0314-00,7262 Longfield Dr,1469,510,1959,2013-05-17,155000,7,3,1,2,50721.0,WD - Warranty Deed (Conv),1,0.245,6423.87,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,Yes,136530,179500,316030,0,3216.81,7262,,Longfield Dr,"7262 Longfield Dr, Cincinnati, OH 45243, USA",-84.3520894,39.1967041,2013,5,Cincinnati,,136530.0,65
273,525-0007-0317-00,7256 Longfield Dr,1144,510,1961,2013-06-13,189000,6,3,2,0,239714.0,WD - Warranty Deed (Conv),1,0.245,6501.88,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,Yes,136530,183470,320000,0,3254.42,7256,,Longfield Dr,"7256 Longfield Dr, Cincinnati, OH 45243, USA",-84.3521408,39.196224,2013,6,Cincinnati,,136530.0,63
274,525-0009-0137-00,7320 N Mingo Ln,1192,510,1955,2013-06-17,145000,6,3,2,0,260909.0,WE - Warranty Deed (EX),1,0.258,6306.86,65.284164,MADEIRA CSD,52502 - MADEIRA 02,No,No,No,Yes,Yes,146250,164160,310410,0,3156.91,7320,,N Mingo Ln,"7320 N Mingo Ln, Cincinnati, OH 45243, USA",-84.3670403,39.2000995,2013,6,Cincinnati,,146250.0,69
275,525-0010-0056-00,7806 Dee St,1402,510,1951,2013-04-24,122501,6,3,4,0,64514.0,WD - Warranty Deed (Conv),1,0.162,7320.36,65.284164,MADEIRA CSD,52501 - MADEIRA 01,YES(14),No,No,Yes,Yes,113680,246860,360540,0,3661.92,7806,,Dee St,"7806 Dee St, Cincinnati, OH 45243, USA",-84.3599966,39.198929,2013,4,Cincinnati,,113680.0,73
276,525-0010-0056-00,7806 Dee St,1402,510,1951,2013-04-24,129900,6,3,4,0,64514.0,WD - Warranty Deed (Conv),1,0.162,7320.36,65.284164,MADEIRA CSD,52501 - MADEIRA 01,YES(14),No,No,Yes,Yes,113680,246860,360540,0,3661.92,7806,,Dee St,"7806 Dee St, Cincinnati, OH 45243, USA",-84.3599966,39.198929,2013,4,Cincinnati,,113680.0,73
277,525-0010-0169-00,7912 Locust Ln,1258,510,1953,2013-05-28,190000,6,4,2,0,346386.0,WD - Warranty Deed (Conv),1,0.162,7348.8,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,Yes,113680,248250,361930,0,3676.14,7912,,Locust Ln,"7912 Locust Ln, Cincinnati, OH 45243, USA",-84.3570866,39.1996739,2013,5,Cincinnati,,113680.0,71
278,525-0012-0132-00,7817 Buckeye Crescent,1188,510,1955,2013-04-11,183000,5,3,2,0,89066.0,WD - Warranty Deed (Conv),1,0.165,6386.04,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,Yes,114840,199270,314110,0,3194.76,7817,,Buckeye Crescent,"7817 Buckeye Crescent, Madeira, OH 45243, USA",-84.35882389999999,39.2027421,2013,4,Madeira,,114840.0,69
279,525-0016-0097-00,6664 Apache Cr,1292,510,1958,2013-04-12,178700,5,2,1,1,48900.0,TR - Trustees Deed (Conv),1,0.276,5464.9,65.284164,MADEIRA CSD,52515 - MADEIRA 15,YES(14),No,Yes,Yes,Yes,136040,159450,295490,0,2735.93,6664,,Apache Cr,"6664 Apache Cir, Cincinnati, OH 45243, USA",-84.37826539999999,39.1830716,2013,4,Cincinnati,,136040.0,66
280,527-0020-0373-00,7105 Wooster Pk,1092,510,1925,2013-04-02,120000,7,2,1,1,114942.0,SV - Survivorship Deed (Conv),1,0.169,4836.03,71.219499,MARIEMONT CSD,52703 - MARIEMONT 03,YES(13),No,No,Yes,Yes,15170,202020,217190,0,2422.08,7105,,Wooster Pk,"7105 Wooster Pike, Cincinnati, OH 45227, USA",-84.3679849,39.1442883,2013,4,Cincinnati,,15170.0,99
281,527-0040-0429-00,6757 Maple St,932,510,1925,2013-06-05,240000,6,3,1,0,,WE - Warranty Deed (EX),4,0.258,2204.54,71.219499,MARIEMONT CSD,52704 - MARIEMONT 04,YES(14),Yes,No,No,Yes,34050,61720,95770,0,1104.3,6757,,Maple St,"6757 Maple St, Cincinnati, OH 45227, USA",-84.3799228,39.14717520000001,2013,6,Cincinnati,,34050.0,99
282,592-0002-0212-00,41 E Charlotte Ave,1310,510,1926,2013-05-07,127000,7,3,1,0,103298.0,WD - Warranty Deed (Conv),1,0.193,4001.16,61.983774,WYOMING CSD,59216 - WYOMING 16,No,No,No,Yes,No,46060,162680,208740,0,2000.58,41,,E Charlotte Ave,"41 E Charlotte Ave, Cincinnati, OH 45215, USA",-84.46966379999999,39.240025,2013,5,Cincinnati,,46060.0,98
283,592-0002-0215-00,1333 N Park Ave,1488,510,1967,2013-06-27,189900,5,3,2,1,243686.0,QE - Quit Claim Deed (EX),1,0.527,5827.58,61.983774,WYOMING CSD,59216 - WYOMING 16,No,No,No,Yes,No,48600,255430,304030,0,2913.79,1333,,N Park Ave,"1333 N Park Ave, Cincinnati, OH 45215, USA",-84.46751139999999,39.237596,2013,6,Cincinnati,,48600.0,57
284,592-0012-0075-00,5 Walnut Ave,1264,510,1920,2013-06-27,234500,8,3,2,0,53190.0,WD - Warranty Deed (Conv),1,0.343,6157.14,61.983774,WYOMING CSD,59210 - WYOMING 10,No,No,No,Yes,No,129110,191900,321010,0,3078.57,5,,Walnut Ave,"5 Walnut Ave, Cincinnati, OH 45215, USA",-84.4727795,39.2227292,2013,6,Cincinnati,,129110.0,104
285,592-0013-0202-00,352 Ridgeway Ave,1355,510,1948,2013-06-21,124500,7,4,2,1,52863.0,TR - Trustees Deed (Conv),1,0.167,4226.24,61.983774,WYOMING CSD,59218 - WYOMING 18,No,No,No,Yes,No,52000,168480,220480,0,2113.12,352,,Ridgeway Ave,"352 Ridgeway Ave, Wyoming, OH 45215, USA",-84.46597179999999,39.2190583,2013,6,Wyoming,,52000.0,76
286,600-0023-0189-00,10931 Barrington Ct,1460,550,1979,2013-06-10,140000,6,3,2,2,85303.0,WD - Warranty Deed (Conv),1,0.0,3682.98,49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,YES(09),No,No,Yes,Yes,19300,218220,237520,0,3682.98,10931,,Barrington Ct,"10931 Barrington Ct, Cincinnati, OH 45242, USA",-84.34450079999999,39.2641187,2013,6,Cincinnati,,19300.0,45
287,600-0030-0173-00,10880 Ponds Ln,1460,550,1976,2013-04-25,138000,6,3,2,2,283750.0,WD - Warranty Deed (Conv),1,0.0,3179.76,49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,Yes,19300,185700,205000,0,1592.9,10880,,Ponds Ln,"10880 Ponds Ln, Cincinnati, OH 45242, USA",-84.3412208,39.26277779999999,2013,4,Cincinnati,,19300.0,48
288,600-0030-0180-00,10879 Ponds Ln,1254,550,1979,2013-05-22,110000,5,2,1,1,126934.0,WD - Warranty Deed (Conv),1,0.0,2732.78,49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,Yes,19300,156840,176140,0,1369.41,10879,,Ponds Ln,"10879 Ponds Ln, Cincinnati, OH 45242, USA",-84.3417475,39.2628187,2013,5,Cincinnati,,19300.0,45
289,600-0030-0270-00,10831 Lakehurst Ct,1254,550,1977,2013-06-05,140000,5,2,2,1,270330.0,WD - Warranty Deed (Conv),1,0.0,2330.03,49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,Yes,19300,130700,150000,0,1167.36,10831,,Lakehurst Ct,"10831 Lakehurst Ct, Cincinnati, OH 45242, USA",-84.34452,39.262001,2013,6,Cincinnati,,19300.0,47
290,600-0030-0347-00,10864 Lake Thames Dr,1082,550,1979,2013-05-23,113000,5,2,1,1,51023.0,WD - Warranty Deed (Conv),1,0.0,2556.48,49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,Yes,19300,145420,164720,0,1281.26,10864,,Lake Thames Dr,"10864 Lake Thames Dr, Cincinnati, OH 45242, USA",-84.345626,39.261933,2013,5,Cincinnati,,19300.0,45
291,600-0030-0377-00,10948 Barrington Ct,969,550,1979,2013-05-17,128919,5,2,2,0,50799.0,WD - Warranty Deed (Conv),1,0.0,2294.72,49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,Yes,19300,128510,147810,0,1150.38,10948,,Barrington Ct,"10948 Barrington Ct, Cincinnati, OH 45242, USA",-84.3437008,39.2636754,2013,5,Cincinnati,,19300.0,45
292,603-0001-0145-00,9709 Bunker Hill Ln,1368,550,1970,2013-05-17,111000,6,3,2,1,50795.0,WD - Warranty Deed (Conv),1,0.0,3753.61,55.899522,SYCAMORE CSD,60322 - TOLLGATE CONDO,YES(24),No,No,Yes,Yes,20000,193360,213360,0,1877.72,9709,,Bunker Hill Ln,"9709 Bunker Hill Ln, Montgomery, OH 45242, USA",-84.3541022,39.2321386,2013,5,Montgomery,,20000.0,54
293,603-0006-0013-00,9557 Delray Dr,1083,510,1951,2013-05-28,163000,4,2,1,0,219125.0,WE - Warranty Deed (EX),5,0.488,4279.95,55.899522,SYCAMORE CSD,60315 - MONTGOMERY 15,No,Yes,No,No,Yes,141190,94420,235610,0,2142.27,9557,,Delray Dr,"9557 Delray Dr, Cincinnati, OH 45242, USA",-84.3686215,39.2301902,2013,5,Cincinnati,,141190.0,73
294,603-0010-0034-00,7845 Pfeiffer Rd,1324,510,1960,2013-06-27,225000,6,3,2,0,53146.0,WD - Warranty Deed (Conv),1,0.458,6425.99,55.899522,SYCAMORE CSD,60305 - MONTGOMERY 05,YES(03),No,No,Yes,Yes,126540,238650,365190,0,3215.29,7845,,Pfeiffer Rd,"7845 Pfeiffer Rd, Cincinnati, OH 45242, USA",-84.3526645,39.2482534,2013,6,Cincinnati,,126540.0,64
295,603-0015-0073-00,10539 Cinderella Dr,1325,510,1958,2013-05-07,191500,5,3,2,0,303308.0,WD - Warranty Deed (Conv),1,0.517,8090.6,55.899522,SYCAMORE CSD,60305 - MONTGOMERY 05,No,No,No,Yes,Yes,135790,324210,460000,0,4046.45,10539,,Cinderella Dr,"10539 Cinderella Dr, Cincinnati, OH 45242, USA",-84.36369309999999,39.25269110000001,2013,5,Cincinnati,,135790.0,66
296,603-0018-0278-00,10555 100 Montgomery Rd,1460,550,1989,2013-04-10,125000,6,2,2,1,48789.0,SV - Survivorship Deed (Conv),1,0.0,4270.57,55.899522,SYCAMORE CSD,60336 - MAYFAIR OF MONTGOMERY CONDO,No,No,No,No,Yes,19000,207500,226500,0,2056.82,10555,100,Montgomery Rd,"10555 Montgomery Rd APT 100, Montgomery, OH 45242, USA",-84.34607650000001,39.2538627,2013,4,Montgomery,,19000.0,35
297,603-0022-0043-00,5335 H Cooper Rd,1274,550,1995,2013-05-21,112000,5,2,2,0,183843.0,WD - Warranty Deed (Conv),1,0.0,3621.45,55.899522,SYCAMORE CSD,60321 - COOPER CREEK CONDO,YES(14),No,No,Yes,Yes,25000,180860,205860,0,0.0,5335,,H Cooper Rd,"5335 Cooper Rd, Montgomery, OH 45242, USA",-84.3718985,39.227282,2013,5,Montgomery,,25000.0,29
298,612-0030-0239-00,9082 Kenwood Rd,1234,510,1956,2013-06-07,170000,6,3,2,0,211138.0,WD - Warranty Deed (Conv),1,0.488,3918.43,47.604103,SYCAMORE CSD,61201 - BLUE ASH 01,No,No,No,Yes,Yes,59900,203110,263010,0,1962.24,9082,,Kenwood Rd,"9082 Kenwood Rd, Cincinnati, OH 45242, USA",-84.37747089999999,39.2228672,2013,6,Cincinnati,,59900.0,68
299,612-0040-0215-00,4841 Myrtle Ave,840,510,1938,2013-06-25,144000,5,2,1,0,53030.0,WD - Warranty Deed (Conv),1,0.173,3317.9,47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,No,Yes,84000,131600,215600,0,1660.46,4841,,Myrtle Ave,"4841 Myrtle Ave, Blue Ash, OH 45242, USA",-84.3751303,39.2317792,2013,6,Blue Ash,,84000.0,86
300,612-0040-0424-00,9491 Wynnecrest Dr,1064,510,1958,2013-05-29,161500,6,3,2,0,51267.0,WD - Warranty Deed (Conv),1,0.261,4352.83,47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,Yes,No,No,Yes,97020,185680,282700,0,0.0,9491,,Wynnecrest Dr,"9491 Wynnecrest Dr, Cincinnati, OH 45242, USA",-84.3735288,39.2293548,2013,5,Cincinnati,,97020.0,66
301,612-0050-0207-00,4630 Miller Rd,1073,510,1959,2013-05-08,129000,5,3,2,0,50173.0,WD - Warranty Deed (Conv),1,0.316,3440.85,47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,Yes,No,No,Yes,96600,126790,223390,0,1723.45,4630,,Miller Rd,"4630 Miller Rd, Cincinnati, OH 45242, USA",-84.380516,39.234117,2013,5,Cincinnati,,96600.0,65
302,612-0060-0250-00,4742 Alpine Ave,1122,510,1956,2013-06-04,100000,6,3,1,0,51695.0,WD - Warranty Deed (Conv),1,0.222,3590.79,47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,Yes,93240,147430,240670,0,1798.42,4742,,Alpine Ave,"4742 Alpine Ave, Cincinnati, OH 45242, USA",-84.37931859999999,39.2236039,2013,6,Cincinnati,,93240.0,68
303,612-0060-0289-00,4721 Belleview Ave,1192,510,1950,2013-06-07,164000,6,3,2,0,89915.0,WD - Warranty Deed (Conv),1,0.414,4632.33,47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,Yes,111090,199620,310710,0,2319.19,4721,,Belleview Ave,"4721 Belleview Ave, Cincinnati, OH 45242, USA",-84.3792776,39.2218211,2013,6,Cincinnati,,111090.0,74
304,612-0070-0023-00,4443 Hunt Rd,1088,510,1952,2013-04-23,110000,6,4,1,0,230899.0,WD - Warranty Deed (Conv),1,0.165,3478.68,47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,YES(13),Yes,No,No,Yes,83160,142880,226040,0,1740.85,4443,,Hunt Rd,"4443 Hunt Rd, Cincinnati, OH 45242, USA",-84.3875814,39.2293947,2013,4,Cincinnati,,83160.0,72
305,612-0070-0124-00,4358 Victor Ave,1440,510,1953,2013-06-11,108000,7,4,2,0,61525.0,WD - Warranty Deed (Conv),1,0.138,3481.09,47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,Yes,75600,157960,233560,0,1743.57,4358,,Victor Ave,"4358 Victor Ave, Cincinnati, OH 45242, USA",-84.39023960000002,39.2293102,2013,6,Cincinnati,,75600.0,71
306,612-0100-0092-00,3548 Lobelia Dr,1320,510,1958,2013-06-28,200000,6,4,2,0,53260.0,WD - Warranty Deed (Conv),1,0.565,3679.03,47.604103,SYCAMORE CSD,61205 - BLUE ASH 05,No,No,No,Yes,Yes,56840,190220,247060,0,1842.54,3548,,Lobelia Dr,"3548 Lobelia Dr, Blue Ash, OH 45241, USA",-84.4126436,39.2329194,2013,6,Blue Ash,,56840.0,66
307,612-0121-0042-00,9931 Timbers Dr,1158,555,1979,2013-05-20,142000,5,2,3,0,50849.0,WD - Warranty Deed (Conv),1,0.026,3125.84,47.604103,SYCAMORE CSD,61212 - TIMBERS LANDO,No,No,No,Yes,Yes,28000,182040,210040,0,1564.13,9931,,Timbers Dr,"9931 Timbers Dr, Cincinnati, OH 45242, USA",-84.3946804,39.2393624,2013,5,Cincinnati,,28000.0,45
308,612-0121-0079-00,9938 Timbers Dr,1254,555,1979,2013-06-20,113500,5,2,2,1,335719.0,WD - Warranty Deed (Conv),1,0.016,2724.7,47.604103,SYCAMORE CSD,61212 - TIMBERS LANDO,No,No,No,No,Yes,28000,149060,177060,0,1363.56,9938,,Timbers Dr,"9938 Timbers Dr, Cincinnati, OH 45242, USA",-84.3943525,39.2398363,2013,6,Cincinnati,,28000.0,45
